feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
93504.77054160617,0.0,73.0,2.0,19.0,5.0,249933.2229960344,24.0,470215.9726264065,0
119492.28299490549,0.0,43.0,1.0,6.0,5.0,499701.7668252958,28.0,292238.0344778844,1
63960.66373878993,82117.76159061238,76.0,2.0,13.0,7.0,288275.5409412997,5.0,243079.78015559883,0
112111.2595026004,0.0,74.0,1.0,1.0,5.0,447150.67676700954,28.0,487129.3319286164,1
75669.09817513305,0.0,40.0,0.0,3.0,1.0,478275.58759522723,5.0,284605.38004681276,0
37223.39251853779,14007.038634011895,69.0,2.0,2.0,1.0,1016464.598802221,13.0,441429.9990218955,1
52580.953625205104,60805.88721039582,44.0,2.0,4.0,3.0,751280.7125927602,4.0,430275.5869143969,0
79298.27368406235,0.0,27.0,0.0,7.0,3.0,408690.5770421418,13.0,43188.49018532062,1
37350.47724557709,68439.39806885415,71.0,1.0,10.0,3.0,346173.86819197965,24.0,441354.6446964521,0
144332.74396347336,0.0,61.0,4.0,17.0,2.0,414582.1192848533,14.0,441020.7051149448,1
79618.51502991616,0.0,46.0,2.0,12.0,2.0,839735.4379753617,7.0,358122.0871090093,0
23518.968021034714,64854.800499987,60.0,0.0,10.0,7.0,146573.09421619598,14.0,295492.08266184246,1
83833.21631709454,0.0,71.0,2.0,8.0,5.0,218263.85679559136,23.0,81477.21302330268,0
103039.0284576488,0.0,57.0,1.0,5.0,6.0,243825.98873205727,11.0,144199.24866574697,1
51384.42060995462,59687.8428649507,65.0,3.0,10.0,3.0,554453.3930615096,26.0,213917.18941573618,0
126932.72867690556,0.0,34.0,2.0,5.0,4.0,664328.457277869,25.0,369341.329606723,1
27586.326667476525,64803.18243456071,80.0,1.0,14.0,2.0,615339.8272542,10.0,162202.43181581888,0
108415.01989152237,0.0,29.0,2.0,4.0,7.0,159248.47767422855,13.0,419594.5611293262,1
50906.43738203304,47679.209311694605,71.0,1.0,7.0,1.0,815714.2635596376,4.0,375382.430943176,0
110944.75782921768,0.0,75.0,4.0,16.0,2.0,846350.4794955913,24.0,146397.01572025943,1
65301.87857435462,65507.314421326184,74.0,0.0,4.0,2.0,493446.58087179123,16.0,319513.6922457906,0
91286.97391078263,0.0,25.0,1.0,10.0,6.0,159070.57740179478,7.0,149821.74712376334,1
79828.56183088034,0.0,70.0,2.0,19.0,2.0,412646.1815230301,10.0,76813.76868603079,0
143351.93269366596,0.0,61.0,4.0,16.0,8.0,108873.96099702881,6.0,457395.3301343011,1
77464.63290489028,0.0,46.0,3.0,5.0,4.0,363879.7507689305,5.0,269559.1174933861,0
135344.42913014366,0.0,69.0,3.0,12.0,6.0,271327.48286555737,17.0,435892.86737774644,1
85353.69894889212,0.0,30.0,4.0,3.0,3.0,708418.3432008207,10.0,484143.20514714863,0
139571.76540116058,0.0,76.0,0.0,16.0,1.0,597227.8353699606,10.0,150014.4597379648,1
40860.79370538813,76472.84995649199,24.0,0.0,4.0,7.0,132046.09326402866,28.0,167815.48947194126,0
116184.90931778314,0.0,74.0,1.0,3.0,7.0,205787.98580617664,17.0,160282.6639933968,1
86886.65662883838,0.0,79.0,3.0,5.0,8.0,85450.60537517365,20.0,171695.86439545802,0
102885.75028900307,0.0,21.0,0.0,0.0,7.0,291386.5950175553,27.0,136114.6805267713,1
56549.8855839341,63544.53960244562,46.0,2.0,2.0,5.0,234093.22411780801,16.0,317393.16146684735,0
144688.49275713676,0.0,74.0,3.0,6.0,3.0,620950.1129562503,18.0,479153.6797738964,1
59958.89522484809,50295.92690168559,64.0,3.0,5.0,7.0,104988.94492542699,12.0,33074.73105847736,0
45947.49847561486,42473.81547108856,73.0,3.0,17.0,7.0,256295.92004693227,11.0,194159.80177824126,1
40851.15971985333,36265.54457230007,67.0,1.0,12.0,7.0,138543.5953547787,14.0,379641.22585833404,0
20501.84569633394,23393.49760432422,72.0,1.0,16.0,6.0,414568.95092904975,4.0,304296.65359254915,1
62689.26341826185,70201.91049225834,79.0,2.0,18.0,6.0,306228.43117255816,29.0,361092.01191886805,0
24277.1734919357,41945.94588208013,32.0,2.0,14.0,4.0,571839.0437159805,13.0,222293.6439056504,1
63693.29463198536,76050.85922853097,43.0,3.0,13.0,2.0,904315.6987416309,2.0,115535.02546582173,0
90052.90544136942,0.0,36.0,1.0,16.0,2.0,555853.6636682163,21.0,97011.40781476286,1
33313.788598814135,21728.751165097226,61.0,1.0,7.0,0.0,546855.9346346237,5.0,215996.89217864326,0
112174.6098238277,0.0,23.0,1.0,3.0,7.0,253993.4372500178,5.0,334116.9864746386,1
79395.00411982904,0.0,52.0,1.0,5.0,7.0,136606.65841598422,15.0,183813.08669311163,0
114409.53380240475,0.0,76.0,4.0,2.0,1.0,566602.601697187,17.0,44124.119786166375,1
98289.79299652495,0.0,27.0,4.0,0.0,4.0,421068.75630360824,30.0,57830.935952506654,0
114625.4605880365,0.0,48.0,2.0,4.0,7.0,243010.51949303344,5.0,228343.7966292774,1
110186.9426231983,0.0,47.0,4.0,7.0,1.0,1098845.4618326172,27.0,380371.7825523059,0
138946.20014103042,0.0,33.0,1.0,19.0,1.0,862167.5394534722,5.0,121049.85414292796,1
84656.38911324096,0.0,44.0,2.0,19.0,7.0,173583.49756357467,8.0,494374.5015463387,0
137409.4540907043,0.0,75.0,2.0,13.0,2.0,682912.3819593906,28.0,125731.89399461204,1
28950.75538413861,62928.253299220574,70.0,1.0,3.0,0.0,803187.5118790551,6.0,363885.63660720905,0
125975.92139086076,0.0,21.0,1.0,4.0,2.0,840649.6444780878,12.0,172752.82817816723,1
83906.88553203702,0.0,54.0,3.0,5.0,5.0,586035.7537346608,30.0,364913.8177646338,0
45643.731659095894,50118.1148787401,47.0,0.0,19.0,7.0,284343.81337416667,4.0,68178.5036770306,1
84042.21624822897,0.0,76.0,4.0,13.0,3.0,308105.22397603135,15.0,206879.21440643736,0
111643.24804995874,0.0,32.0,3.0,7.0,2.0,735038.1564934197,14.0,41645.48985949962,1
109896.05401809959,0.0,47.0,4.0,15.0,6.0,223087.0573982696,21.0,430561.50403289334,0
100295.40773400162,0.0,76.0,0.0,14.0,6.0,197365.1610781807,15.0,377450.55206878413,1
55964.46492719465,47975.718949285314,53.0,3.0,14.0,4.0,566993.4606529537,3.0,322367.16996397456,0
22352.52656619177,54293.90342859503,66.0,2.0,10.0,8.0,74677.24032637003,12.0,194202.05858455264,1
83215.37122281094,0.0,25.0,2.0,7.0,1.0,1145663.7107703,12.0,131883.84322523104,0
142801.3433948761,0.0,37.0,2.0,5.0,1.0,1023526.9856392797,11.0,183737.6611259636,1
68038.06021815444,38492.0427839513,39.0,3.0,10.0,7.0,157343.33660807885,15.0,71764.28436943283,0
125979.25529312844,0.0,65.0,2.0,1.0,2.0,372102.2186539673,26.0,403781.90207993676,1
79567.59376861955,0.0,77.0,3.0,14.0,3.0,322520.6100306663,27.0,52368.05334064665,0
35152.61961584781,36822.92761361641,58.0,4.0,3.0,3.0,698518.2630486895,8.0,42897.30025991756,1
28149.55206307327,30858.738457364627,28.0,0.0,6.0,4.0,350475.2807522656,22.0,151626.4102208872,0
147453.27365823457,0.0,57.0,4.0,10.0,6.0,292800.9474179901,20.0,477732.96665289043,1
60952.87310346359,77723.41416962264,41.0,2.0,11.0,6.0,228273.31599486285,27.0,374011.39967163495,0
123163.75784628575,0.0,67.0,4.0,2.0,2.0,509009.6143825959,27.0,10679.341469174153,1
33301.18606538725,31913.302387564152,67.0,0.0,9.0,8.0,83126.88802927262,3.0,197080.4368958144,0
33030.346865135994,75033.59061952471,71.0,2.0,18.0,2.0,824255.8491958072,22.0,255010.10053284583,1
52821.51581879943,58677.36951505413,48.0,3.0,19.0,3.0,464206.52935759973,7.0,350264.3114089314,0
134800.08765148759,0.0,47.0,1.0,1.0,3.0,322277.76233486866,10.0,492015.1507187779,1
55269.79316360061,29354.440940380544,63.0,3.0,14.0,0.0,602033.5042781091,22.0,329099.62316520594,0
20093.204745869552,11108.56944465561,79.0,2.0,0.0,1.0,1048241.6652345858,26.0,300466.8432298201,1
80992.08027252549,0.0,44.0,1.0,8.0,5.0,483192.9418604746,27.0,482255.4077474501,0
112643.13013310221,0.0,31.0,2.0,10.0,5.0,311195.97791818634,13.0,390745.25855470647,1
75918.93064626696,0.0,53.0,1.0,1.0,7.0,208009.59273873837,7.0,270911.1993940792,0
100274.64479674718,0.0,41.0,3.0,0.0,3.0,519323.41687084583,8.0,11165.780898735378,1
61150.345724557425,32406.27331389557,58.0,1.0,15.0,6.0,310193.3770886387,13.0,284917.10646677803,0
141570.86657011733,0.0,26.0,4.0,8.0,8.0,87344.88944089954,6.0,198506.83338881668,1
59949.853460088765,57690.08394227974,67.0,3.0,8.0,2.0,614787.4719735929,18.0,462996.6853538645,0
24302.18155496025,69708.7831521373,31.0,2.0,4.0,8.0,69798.27999397948,30.0,416471.7070805921,1
72603.63164292506,16521.650952793963,33.0,0.0,3.0,1.0,792773.1084323796,28.0,369075.7728455282,0
137844.2362809297,0.0,65.0,0.0,17.0,6.0,360535.72888075624,29.0,159709.83428504615,1
86882.44434164123,0.0,50.0,0.0,9.0,5.0,291563.0398897576,27.0,333002.61734106386,0
122391.69222727772,0.0,31.0,1.0,7.0,5.0,418785.30097268475,7.0,128910.84715426821,1
96852.22092154913,0.0,28.0,2.0,1.0,4.0,458666.57103129785,14.0,226940.11179030838,0
45133.503299698816,35995.58579568788,78.0,4.0,11.0,2.0,508066.1954215026,25.0,494544.2186148954,1
106171.34221242557,0.0,57.0,0.0,10.0,1.0,646025.6313749696,29.0,21381.568973899422,0
20047.75468768952,30529.947204134816,33.0,3.0,9.0,3.0,703806.080300904,25.0,475551.12535250525,1
88680.96651745558,0.0,36.0,2.0,15.0,5.0,296805.28414336534,11.0,381570.1151273965,0
133123.6832059293,0.0,39.0,2.0,19.0,7.0,283129.4021439698,2.0,277596.9411616847,1
56588.98454827119,38295.16994993202,73.0,1.0,18.0,6.0,326541.7528632809,27.0,22125.985657634796,0
129678.16218780832,0.0,28.0,4.0,16.0,7.0,170780.82203595716,11.0,202060.77711685604,1
91731.11055063434,0.0,49.0,3.0,11.0,0.0,707696.5921861042,18.0,22838.541018577962,0
130351.7718061949,0.0,29.0,3.0,19.0,4.0,444166.5832372263,8.0,262611.6554944907,1
42252.36626017061,42388.198798727964,35.0,1.0,17.0,8.0,147932.4537264369,8.0,492334.20106272877,0
112470.22945156806,0.0,72.0,1.0,9.0,6.0,386711.36743855954,18.0,389911.40514618414,1
56146.53097915887,51021.254638342274,34.0,2.0,11.0,1.0,412590.59173637,7.0,275774.25354163867,0
92791.84590046988,0.0,23.0,1.0,2.0,1.0,1140894.5677039728,17.0,479139.6669210529,1
97945.57502861935,0.0,55.0,1.0,14.0,6.0,206208.27042789684,4.0,424324.1957216535,0
125243.62841833993,0.0,47.0,2.0,9.0,3.0,526296.5877912368,14.0,245274.52739696638,1
99259.24046912577,0.0,60.0,2.0,6.0,3.0,492853.15516539884,16.0,494882.4325376203,0
103736.72836211641,0.0,59.0,2.0,12.0,4.0,503936.8332013384,12.0,473278.54303700087,1
73707.52033175943,49211.821219288584,42.0,3.0,5.0,8.0,133394.56009665606,23.0,163471.1248870953,0
33628.446942922616,16264.794141648777,25.0,4.0,9.0,0.0,1226399.4521394777,10.0,51596.56579029337,1
60280.82621227457,18429.331671733766,78.0,0.0,7.0,6.0,183825.4529710975,10.0,27703.846686283174,0
125547.3897923115,0.0,58.0,2.0,17.0,7.0,270081.03392546444,28.0,256174.57282779904,1
57243.2252809815,31388.11960994292,70.0,3.0,15.0,5.0,571776.9494164034,16.0,134374.69353836772,0
112362.81208380866,0.0,47.0,3.0,8.0,0.0,1131693.7871051608,19.0,94390.95789190415,1
60501.2693401196,56540.01805412882,38.0,2.0,15.0,6.0,334428.82518494595,5.0,248739.92487885026,0
103758.82157052962,0.0,42.0,3.0,14.0,7.0,125273.50506612069,12.0,266861.56079468364,1
119310.5809528324,0.0,49.0,4.0,5.0,3.0,774922.4833938761,28.0,481734.99737259286,0
42515.120709716386,75639.97073772388,74.0,2.0,16.0,4.0,490053.903572592,25.0,74907.75176053165,1
94619.1814951405,0.0,63.0,3.0,4.0,1.0,1140913.1026568592,13.0,151452.40433491752,0
137526.60652658663,0.0,45.0,2.0,3.0,3.0,646497.7128390735,25.0,347987.10923717153,1
63260.99004476166,17159.246166361023,73.0,1.0,8.0,7.0,296711.08363424405,10.0,321822.0067972322,0
98252.6807547046,0.0,72.0,0.0,2.0,1.0,1034877.6337136482,1.0,343391.6838216445,1
57384.799771484286,67674.91920293923,35.0,1.0,19.0,6.0,430036.7673446155,3.0,493680.69230699574,0
144526.82502574904,0.0,52.0,1.0,4.0,8.0,85300.95919492077,1.0,187774.6775422713,1
93861.09174352347,0.0,72.0,2.0,1.0,3.0,434014.9289845371,21.0,402411.4824948611,0
112738.1527038928,0.0,61.0,0.0,19.0,6.0,199441.67695426135,20.0,86021.08179592971,1
58034.210103188125,28449.295446744003,46.0,3.0,6.0,6.0,292015.7176782885,27.0,453261.61470413324,0
113183.35105083794,0.0,72.0,2.0,14.0,2.0,761135.6197469402,26.0,340185.1271975975,1
50834.65216671786,23762.835030350387,69.0,1.0,3.0,0.0,1050870.4213126206,4.0,68915.65110822745,0
30529.76401425981,62773.77592866882,30.0,4.0,6.0,0.0,701576.9490409328,26.0,204510.75579643736,1
63192.35913755711,84214.38122087704,26.0,4.0,7.0,3.0,726764.9834804956,25.0,354037.4667438788,0
139849.05390231343,0.0,67.0,3.0,3.0,5.0,519084.76703197905,11.0,159903.66769803604,1
61960.5346784451,11722.46800441223,30.0,0.0,9.0,3.0,556919.1946047193,21.0,485048.4878096022,0
39332.83727126529,78507.44574718917,39.0,2.0,6.0,0.0,700141.8214880627,22.0,235982.81938190642,1
99583.51349917254,0.0,74.0,2.0,11.0,3.0,580117.3606196193,15.0,457826.42049290624,0
22500.167715701304,52740.41134861067,29.0,3.0,7.0,7.0,226569.93138299248,13.0,57294.08483780285,1
90228.9646222048,0.0,30.0,4.0,14.0,0.0,1320660.541571089,16.0,410211.2259935885,0
92668.91270993378,0.0,80.0,0.0,3.0,3.0,668620.5070609886,20.0,341891.4636679583,1
88792.65506264535,0.0,31.0,3.0,5.0,0.0,914900.3469892766,9.0,386727.3357609563,0
42916.61321820192,30975.909819941517,20.0,4.0,18.0,1.0,887890.8921523944,8.0,461939.1512556806,1
53259.10618368968,66819.69751924695,23.0,4.0,12.0,2.0,643224.6985628905,30.0,426436.24731722404,0
144278.36955122201,0.0,73.0,2.0,15.0,1.0,472775.4714364508,18.0,195115.20954165346,1
115306.45908687779,0.0,54.0,0.0,18.0,4.0,611075.382850052,7.0,325338.71006389445,0
133435.36004348515,0.0,67.0,4.0,6.0,2.0,474452.9083410296,29.0,250795.73547038375,1
94294.66804011923,0.0,38.0,2.0,18.0,3.0,472427.3849328085,9.0,82741.61416980658,0
101304.28934565192,0.0,62.0,3.0,15.0,3.0,382984.04779750324,7.0,213730.70284662792,1
58816.680220038375,37895.10848868017,48.0,2.0,5.0,1.0,1021754.1827227524,2.0,302544.6625966219,0
135338.4629292093,0.0,62.0,1.0,7.0,4.0,723654.2909166204,18.0,273164.4603327991,1
53806.02505415173,20948.00428428738,60.0,2.0,9.0,6.0,328839.9059213064,9.0,93105.79759336163,0
99190.9643662336,0.0,65.0,1.0,0.0,7.0,194328.34715363584,15.0,180166.9992040415,1
31865.19371138116,55035.32824302852,70.0,0.0,4.0,5.0,325239.55269439606,23.0,129858.25697545483,0
23430.613122735645,81408.23435480516,25.0,1.0,1.0,5.0,591518.6150968596,8.0,383769.62080965884,1
72378.09781514609,51889.23230741836,27.0,2.0,14.0,5.0,566106.6078958164,9.0,211774.9084076986,0
91948.55585708522,0.0,34.0,0.0,6.0,8.0,85534.2616153013,13.0,347305.4517081909,1
42116.393082041206,83248.04469485444,79.0,1.0,7.0,8.0,57208.01573615168,21.0,237133.3964955462,0
134736.17658519204,0.0,61.0,2.0,9.0,5.0,346356.8581427736,22.0,212252.73967842496,1
86045.76405244827,0.0,57.0,2.0,3.0,8.0,129651.22557387536,2.0,74617.92353770536,0
21865.389206245516,55861.399293735216,33.0,0.0,17.0,7.0,282879.777359577,7.0,426812.41221219057,1
59094.49775200323,65374.356759895745,80.0,4.0,0.0,1.0,929558.985738825,12.0,226427.7898176676,0
140985.20941746252,0.0,30.0,4.0,7.0,7.0,230402.57193372282,12.0,190987.04143483491,1
64010.495106305694,36804.09007566515,25.0,1.0,16.0,6.0,200011.40011088198,28.0,186920.28462960603,0
122058.62928523101,0.0,63.0,3.0,10.0,0.0,853090.283627758,16.0,250973.18661596125,1
120874.59744457675,0.0,41.0,4.0,4.0,7.0,205378.73467564944,22.0,294100.8885394177,0
147764.43536583043,0.0,26.0,0.0,5.0,6.0,410915.1622699399,21.0,295210.7375151317,1
90960.97258203177,0.0,49.0,1.0,5.0,1.0,655692.0364200484,12.0,296473.15971823456,0
118587.51447430158,0.0,62.0,4.0,16.0,5.0,529641.9104252782,21.0,60580.728444912136,1
43326.28517732254,82758.09022678503,35.0,1.0,8.0,3.0,501673.8518192859,19.0,57924.66339691221,0
129874.75663420053,0.0,57.0,1.0,17.0,2.0,673230.340827063,2.0,429374.9553218576,1
52968.95927845082,54766.58527537569,66.0,4.0,14.0,0.0,722005.2651289073,23.0,385573.048527294,0
114038.57069274179,0.0,42.0,2.0,18.0,2.0,607398.8311673001,8.0,442565.97814264754,1
71049.99989470211,51367.7470570882,59.0,1.0,0.0,2.0,514068.06675320107,17.0,441135.71119777596,0
120552.20538818213,0.0,45.0,2.0,19.0,4.0,732025.5844228006,30.0,423970.9390563924,1
85943.16588571097,0.0,45.0,1.0,16.0,0.0,1288598.8062571145,4.0,449092.90697384183,0
34020.45856388935,39144.19072152517,68.0,3.0,14.0,0.0,728144.6265111621,15.0,301756.02199686144,1
51711.91263646892,34870.1609250348,27.0,4.0,15.0,0.0,516408.28480927285,2.0,276256.0263168513,0
45096.309425496234,61202.72707182612,58.0,3.0,2.0,6.0,390858.32338908047,17.0,484791.1861561257,1
51272.13632899659,59456.33755722809,20.0,4.0,18.0,7.0,160231.0397794553,6.0,192469.3199235778,0
140939.74431953425,0.0,39.0,4.0,7.0,0.0,893629.5749973515,21.0,229298.63933475257,1
30630.773166983592,59836.841983706174,74.0,0.0,4.0,7.0,289400.68041400594,21.0,332250.5253338227,0
132799.33279465474,0.0,39.0,0.0,3.0,5.0,209364.0930591842,7.0,450803.3634533592,1
86106.28617978713,0.0,64.0,2.0,14.0,3.0,392618.0681651605,25.0,424836.4133043773,0
132255.9962470982,0.0,45.0,1.0,0.0,1.0,1022867.4112226252,3.0,204710.66540633404,1
90852.088642046,0.0,78.0,2.0,10.0,0.0,530935.9562444243,29.0,57346.26272345217,0
145267.92777133535,0.0,58.0,3.0,16.0,3.0,518221.6348762985,24.0,348758.86693442176,1
114872.72052200598,0.0,47.0,0.0,0.0,2.0,969292.608682538,9.0,300580.291775017,0
26719.969182573124,84547.69476906264,43.0,0.0,16.0,2.0,662180.8624202525,23.0,415544.31805255334,1
57028.248486462675,53929.756465654755,68.0,0.0,2.0,3.0,543380.3367739582,1.0,294707.07009173115,0
124493.91248709512,0.0,47.0,1.0,19.0,6.0,244975.32330898585,22.0,87448.7780415008,1
57169.85085555013,13867.148837821955,65.0,4.0,0.0,4.0,488385.0978848663,10.0,126439.94360078858,0
135974.73354568,0.0,36.0,1.0,16.0,3.0,802553.9670490166,3.0,430818.86159707996,1
33283.725955857044,54887.25558045576,68.0,0.0,5.0,5.0,359808.1786545407,5.0,485015.51603659807,0
26617.479070744113,32661.06875338099,38.0,3.0,0.0,5.0,295943.1932574262,10.0,261803.33028187664,1
40911.109979460096,69450.65366597926,25.0,1.0,8.0,1.0,676865.0625696087,1.0,150644.59382136143,0
100452.7150620688,0.0,36.0,2.0,7.0,5.0,507743.0775933874,1.0,310713.84367573215,1
81950.2442673523,0.0,59.0,3.0,10.0,3.0,446227.3356639108,17.0,161784.60521871346,0
20231.662177632785,50610.125139893695,80.0,3.0,3.0,8.0,59133.37981687752,20.0,267266.5531904884,1
97379.1326758451,0.0,45.0,4.0,14.0,0.0,985182.9132897384,7.0,436485.33418719476,0
106273.50002346121,0.0,71.0,4.0,8.0,2.0,648859.6511756579,25.0,397668.112694002,1
68235.84465536824,24608.372429050665,79.0,2.0,10.0,4.0,460129.6697991877,16.0,484295.15688705945,0
49880.43861317857,39825.04254486656,44.0,1.0,3.0,2.0,371904.76953684166,24.0,365096.8781061518,1
30311.87919910293,52958.407380111064,75.0,0.0,3.0,2.0,892196.4969411308,2.0,226877.52786432835,0
139465.67211749565,0.0,29.0,1.0,16.0,3.0,698943.1382581313,16.0,30598.7235517709,1
96682.8559867567,0.0,54.0,3.0,0.0,0.0,763127.4056776771,21.0,462252.6055343667,0
65639.58567776141,58918.389105749375,48.0,0.0,9.0,2.0,700865.4182502094,21.0,297633.2627931265,1
77242.89422592119,0.0,46.0,3.0,8.0,5.0,540891.6460252089,13.0,340976.56573366123,0
40845.908899463466,82307.57048293468,69.0,3.0,3.0,4.0,530912.4718747047,18.0,82926.82683791885,1
32399.445759154023,82501.14905301356,62.0,0.0,12.0,5.0,488709.03995610285,28.0,478375.6993745003,0
148260.90177335386,0.0,28.0,0.0,13.0,0.0,1050803.1115484876,18.0,87418.28162205456,1
59775.526772005825,32910.47350932901,24.0,2.0,1.0,6.0,318720.5478039571,19.0,354649.74391633825,0
104621.74522672284,0.0,78.0,3.0,15.0,8.0,87353.78071525843,12.0,20284.056945906013,1
84692.31042180929,0.0,44.0,2.0,5.0,2.0,655974.9272234156,29.0,470235.53408863617,0
46137.3487239996,27946.253666509652,78.0,3.0,19.0,4.0,427725.4811344778,10.0,457347.14977484726,1
72849.31674081064,69363.6805125169,26.0,4.0,11.0,1.0,549054.8922161903,24.0,298960.5201352512,0
23264.239963028605,72587.38239801381,22.0,2.0,6.0,8.0,84010.68294084602,2.0,131307.1090223179,1
85452.24895532848,0.0,30.0,3.0,13.0,3.0,773396.9448322359,1.0,61213.29786668389,0
141223.07395362866,0.0,66.0,0.0,8.0,3.0,596264.4380480782,21.0,84805.10459710605,1
70172.56396512431,68430.71902526829,77.0,2.0,13.0,7.0,184551.73860615518,7.0,79011.49314563988,0
31285.120098674524,24433.526020252146,33.0,4.0,3.0,3.0,780561.8332218544,23.0,212512.8106315195,1
38852.02662552455,62303.609926306875,75.0,1.0,14.0,6.0,385305.77742599486,19.0,150160.78738955618,0
100186.74613450562,0.0,25.0,3.0,6.0,5.0,350950.84526791883,9.0,470542.70343223383,1
110706.39227500092,0.0,52.0,4.0,18.0,7.0,114729.32847930437,13.0,283448.2144000277,0
130998.63555360826,0.0,57.0,1.0,1.0,3.0,643831.5620049909,27.0,128733.23904013734,1
44531.214326668305,74727.7523444141,61.0,1.0,3.0,8.0,84240.65656010232,7.0,472612.36079019395,0
136769.74413208055,0.0,64.0,0.0,19.0,3.0,542725.372128229,8.0,367370.4747274413,1
51090.68615983653,30249.940627551154,76.0,3.0,2.0,5.0,490586.9489785104,3.0,72363.62442128969,0
83634.63727469507,0.0,77.0,1.0,3.0,0.0,1328223.3185885316,6.0,195994.6634051305,1
68882.25354629541,16382.943108517908,69.0,0.0,10.0,0.0,1013881.6895014166,19.0,265970.3263039969,0
112323.50306109857,0.0,35.0,1.0,5.0,6.0,162835.1427499901,3.0,204838.41303213002,1
89345.63213560557,0.0,54.0,1.0,10.0,1.0,721159.645535752,7.0,396074.63896978257,0
89349.4311387004,0.0,62.0,0.0,10.0,1.0,497892.1872173584,5.0,495488.8194041258,1
63561.14654828429,34344.99993454683,46.0,1.0,18.0,3.0,437171.007582885,26.0,472960.11948011024,0
55446.30585090546,71078.8825060153,58.0,4.0,14.0,7.0,139335.27201045305,8.0,263935.96027306654,1
86564.49691865667,0.0,20.0,2.0,4.0,5.0,204516.0329345147,10.0,449971.2684579026,0
63953.36723954677,55775.09519933448,46.0,0.0,12.0,8.0,56957.49864534032,30.0,107906.68283164817,1
80513.17576668104,0.0,59.0,3.0,7.0,0.0,536474.7092184413,3.0,80152.60851271644,0
124758.00735471354,0.0,64.0,0.0,6.0,0.0,492660.87717185705,5.0,86403.73383137911,1
56170.080656728634,40518.54312452326,73.0,2.0,8.0,0.0,953019.2654596278,7.0,331728.59994300385,0
102619.1937405201,0.0,69.0,1.0,12.0,4.0,578141.7521757651,4.0,412038.6122247114,1
120744.78630752067,0.0,45.0,4.0,5.0,0.0,761028.9514639726,27.0,390806.5500916947,0
94953.1953336785,0.0,23.0,1.0,12.0,5.0,372443.31783526595,21.0,103407.34601649987,1
98841.28965631354,0.0,37.0,2.0,18.0,1.0,778950.9865094752,18.0,379127.9218482094,0
40507.70691566837,53742.994875938035,57.0,1.0,17.0,7.0,193064.81452592727,7.0,124023.16484704961,1
63104.074544411116,57382.705033795886,57.0,3.0,4.0,2.0,697501.0224677075,26.0,484386.12686801195,0
141650.14698765829,0.0,33.0,3.0,8.0,5.0,256451.4452076034,30.0,286446.0324778533,1
62222.161505891716,60189.4846376547,40.0,3.0,15.0,5.0,505912.59690887167,24.0,315935.2161573863,0
21996.271753390956,74597.52672345264,34.0,2.0,4.0,3.0,609738.3864111669,27.0,429158.35790064314,1
38975.4251714753,61111.137888556026,37.0,0.0,8.0,2.0,640182.6320711131,16.0,66725.95919690239,0
