feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
84698.13720963459,0.0,47.0,1.0,3.0,2.0,663000.6883470854,5.0,414328.4572778689,0
72875.33495864728,51405.87075189781,70.0,0.0,18.0,4.0,450856.7676897993,9.0,444021.8527088552,1
135600.33182503004,0.0,70.0,2.0,6.0,4.0,443413.57678366627,1.0,311192.2142830024,0
106747.02972578045,0.0,79.0,1.0,0.0,0.0,750568.3826371282,11.0,48621.462816212326,1
40860.79370538813,76472.84995649199,24.0,0.0,4.0,7.0,132046.09326402866,28.0,167815.48947194126,0
44381.7516225256,63640.58755092691,79.0,0.0,5.0,4.0,251549.7705421934,6.0,235324.47460695478,1
62638.440118050356,61026.14995112512,36.0,0.0,8.0,6.0,270965.40991365904,20.0,119206.640462029,0
72359.67875751389,12817.378937794629,44.0,0.0,3.0,7.0,227516.5389061586,2.0,133348.4388002219,1
144636.3199973571,0.0,42.0,3.0,11.0,1.0,1149174.4801127794,27.0,424075.1901734924,0
69443.57385858451,21085.650752295427,30.0,4.0,1.0,5.0,236093.1917958763,6.0,290540.96483603155,1
27609.53989062264,45296.567793855465,44.0,2.0,19.0,3.0,880355.5835353122,14.0,428562.45875228365,0
123521.52368026214,0.0,75.0,0.0,4.0,5.0,537110.745073937,26.0,316707.41074854066,1
21129.689387990744,11870.85434703512,31.0,1.0,11.0,0.0,650392.13948435,8.0,81060.13035441661,0
39937.954121714945,24969.710659008575,31.0,4.0,19.0,1.0,456328.6649076915,4.0,375510.8244281992,1
71033.94250007963,75877.93715349956,59.0,3.0,13.0,2.0,755776.6247926744,17.0,250531.58641737606,0
84476.13839855105,0.0,39.0,2.0,0.0,7.0,204875.962215444,23.0,197771.91489877284,1
62689.26341826185,70201.91049225834,79.0,2.0,18.0,6.0,306228.43117255816,29.0,361092.01191886805,0
147211.1809355792,0.0,34.0,4.0,7.0,7.0,172892.53688542137,22.0,168051.1331999437,1
117055.95746605365,0.0,22.0,1.0,6.0,0.0,635009.6903767766,23.0,422117.48077651206,0
93868.28717707985,0.0,23.0,3.0,11.0,2.0,624257.856995266,8.0,336918.6716169052,1
140562.3316994263,0.0,50.0,2.0,15.0,0.0,986458.4910730415,18.0,477166.907696346,0
99472.56462569073,0.0,79.0,0.0,2.0,1.0,566602.601697187,17.0,44124.119786166375,1
146478.5266358123,0.0,56.0,3.0,6.0,4.0,592062.8641527421,20.0,355227.8797522458,0
125247.139641274,0.0,22.0,2.0,19.0,4.0,383203.9511104929,8.0,489086.086793781,1
84656.38911324096,0.0,44.0,2.0,19.0,7.0,173583.49756357467,8.0,494374.5015463387,0
145316.84436279762,0.0,40.0,4.0,19.0,7.0,167951.27590458398,28.0,49866.47361737701,1
39621.5366504354,34770.02767726744,53.0,1.0,2.0,4.0,423848.99433274555,22.0,352855.02199480386,0
83856.13534508341,0.0,27.0,4.0,11.0,3.0,841548.1242603678,2.0,485039.051395509,1
101818.97206915627,0.0,62.0,3.0,17.0,0.0,460954.0412489329,2.0,30497.50339078694,0
50658.44913373261,56537.492520999076,46.0,4.0,5.0,8.0,143107.65925671553,25.0,245209.95421813757,1
81289.4515160545,0.0,68.0,3.0,0.0,7.0,243877.8124007947,29.0,144150.27668469545,0
25722.127098115125,50185.14397557676,41.0,0.0,18.0,5.0,209709.08184882448,19.0,99764.76673828282,1
26639.812422003382,82413.7479353105,47.0,2.0,16.0,4.0,263990.9955796797,15.0,92948.80142774875,0
146762.30842756602,0.0,35.0,2.0,11.0,6.0,223087.0573982696,21.0,430561.50403289334,1
121841.56391692476,0.0,54.0,1.0,16.0,6.0,291724.1367513219,18.0,242515.26669709393,0
83215.37122281094,0.0,25.0,2.0,7.0,1.0,1145663.7107703,12.0,131883.84322523104,1
140301.35328801727,0.0,49.0,1.0,8.0,1.0,1079506.3696353156,8.0,353435.90471006103,0
124139.73443318962,0.0,38.0,3.0,5.0,8.0,55100.730882875585,19.0,391637.09246536,1
27277.5870844726,81321.68951425653,30.0,0.0,10.0,2.0,616416.7646823771,18.0,122284.80451028139,0
42010.6497706681,82382.12299134771,72.0,1.0,4.0,3.0,607248.4295542707,8.0,115152.79249789106,1
148574.17743064888,0.0,43.0,3.0,5.0,8.0,119374.70232392137,13.0,72717.80170268333,0
149550.31263944556,0.0,21.0,4.0,13.0,6.0,416310.250718196,16.0,451489.4277974843,1
53918.43693110723,23344.72619817935,47.0,3.0,15.0,6.0,315732.104812964,3.0,236663.1002245716,0
63976.58094666921,37485.99520852652,20.0,2.0,13.0,2.0,1020702.0015020306,24.0,498035.6355050936,1
76595.95062227041,0.0,62.0,2.0,3.0,5.0,404008.0804262766,8.0,48905.08073952638,0
123053.38733432583,0.0,53.0,4.0,9.0,3.0,322277.76233486866,10.0,492015.1507187779,1
104826.86503578565,0.0,80.0,4.0,1.0,5.0,423194.9602438531,1.0,40790.55190253456,0
90504.25859647969,0.0,44.0,4.0,10.0,8.0,140165.04359672536,4.0,310062.94028412073,1
119459.09339055819,0.0,66.0,3.0,5.0,7.0,104466.31235949416,12.0,495184.2610697898,0
141570.86657011733,0.0,26.0,4.0,8.0,8.0,87344.88944089954,6.0,198506.83338881668,1
57274.36034266961,24748.47154810906,35.0,1.0,11.0,7.0,257803.06573070138,27.0,338947.48480926064,0
39856.50448692692,45987.26413001807,26.0,3.0,11.0,3.0,574237.6955064149,5.0,231525.0250219137,1
147085.79211439058,0.0,46.0,1.0,18.0,1.0,1140794.6965661831,20.0,450183.7258021128,0
24302.18155496025,69708.7831521373,31.0,2.0,4.0,8.0,69798.27999397948,30.0,416471.7070805921,1
78075.77768477079,0.0,26.0,1.0,1.0,7.0,254199.33778196285,9.0,277968.84440430335,0
103719.60221228591,0.0,33.0,2.0,17.0,4.0,399122.8993527563,30.0,293138.66076030897,1
149786.13402290503,0.0,46.0,3.0,11.0,5.0,250999.55270799538,21.0,381262.35477536137,0
46568.58774478284,38474.61012489068,27.0,2.0,6.0,3.0,589022.5032576986,6.0,170050.37306205556,1
76568.45824712285,0.0,45.0,3.0,17.0,4.0,414476.87995949155,22.0,273481.626215856,0
96852.22092154913,0.0,28.0,2.0,1.0,4.0,458666.57103129785,14.0,226940.11179030838,1
122739.61273550132,0.0,25.0,0.0,5.0,7.0,269403.46882720536,5.0,314730.6135045761,0
106171.34221242557,0.0,57.0,0.0,10.0,1.0,646025.6313749696,29.0,21381.568973899422,1
102987.17635008805,0.0,64.0,3.0,11.0,0.0,1171634.2803537252,19.0,17494.668867905628,0
34332.18371024661,82651.6051957122,64.0,0.0,14.0,0.0,509936.69901199604,6.0,491204.1282396648,1
122368.70911978214,0.0,38.0,0.0,2.0,5.0,541075.6022969077,12.0,2373.7521624454525,0
140111.50859125366,0.0,29.0,2.0,8.0,0.0,579652.686981758,6.0,58231.62708095808,1
93559.86240443241,0.0,21.0,0.0,4.0,4.0,608926.3336097653,3.0,155097.74912210155,0
41676.40541447714,22952.251461628697,80.0,1.0,3.0,3.0,494999.3581677144,5.0,194166.5832372263,1
135799.36503851213,0.0,38.0,0.0,2.0,8.0,105157.5595078797,20.0,135238.67047331162,0
65899.74486780912,21581.906849095023,24.0,4.0,10.0,4.0,729266.1721225324,5.0,348795.20084138354,1
23884.54814683488,26963.578435151612,66.0,4.0,12.0,5.0,471477.85676066787,12.0,283334.6696815173,0
81019.96616886988,0.0,36.0,2.0,19.0,2.0,652289.8554547944,16.0,276143.70016055,1
138808.17910516402,0.0,48.0,3.0,7.0,3.0,459822.2349654581,10.0,289040.2943614102,0
104771.92898098449,0.0,27.0,2.0,11.0,8.0,136908.72755730222,18.0,418273.5903095989,1
96930.63432501465,0.0,79.0,4.0,2.0,1.0,1140894.5677039728,17.0,479139.6669210529,0
21731.09472204075,55469.64296699061,38.0,2.0,11.0,1.0,521637.62003553763,17.0,426304.67841006,1
32815.128290406996,48234.8942478191,33.0,0.0,10.0,5.0,568450.6799111575,21.0,157732.57858352797,0
44356.91718542196,62329.63013387195,57.0,0.0,18.0,3.0,526296.5877912368,14.0,245274.52739696638,1
87460.33822283147,0.0,45.0,1.0,17.0,1.0,679269.8735901404,18.0,168320.06504064339,0
126568.41161440505,0.0,59.0,0.0,8.0,4.0,271075.50035945536,26.0,352321.84941330104,1
120524.06788325236,0.0,73.0,2.0,16.0,8.0,134292.11121274854,6.0,348339.1309104884,0
44450.53151137629,77146.92988326553,44.0,4.0,15.0,0.0,783175.7206965256,21.0,304546.9489717717,1
89172.01319236372,0.0,48.0,1.0,19.0,6.0,294088.6493635151,15.0,290944.4713172849,0
34806.233625477245,64151.839820025976,64.0,0.0,10.0,0.0,1098939.0675892406,21.0,433351.4895634121,1
40730.98200435065,41277.230589399514,67.0,2.0,6.0,4.0,315798.425183345,16.0,243472.08822232418,0
86462.71033773333,0.0,36.0,4.0,6.0,8.0,123043.68221946066,29.0,119369.42038534964,1
119969.85995176132,0.0,35.0,1.0,19.0,6.0,430036.7673446155,3.0,493680.69230699574,0
80833.12294783955,0.0,45.0,0.0,15.0,0.0,787994.4195760883,16.0,333988.5362301089,1
38716.94943239962,70361.72237422917,66.0,4.0,9.0,5.0,407372.9239770678,20.0,40770.609545728475,0
48771.48549796136,23855.3904080559,80.0,0.0,3.0,3.0,454821.57404505275,7.0,278448.867925168,1
46222.394562749265,54050.24497288646,77.0,3.0,1.0,5.0,586782.3791866932,26.0,71489.39130969273,0
122420.42784303475,0.0,37.0,3.0,8.0,3.0,734443.5158454381,22.0,398855.9587899738,1
60384.21896070649,46736.60278165415,73.0,3.0,1.0,1.0,1078191.4652762786,26.0,188597.1602545902,0
98936.59773465601,0.0,66.0,0.0,9.0,7.0,182928.8298349775,2.0,60216.1211008797,1
36839.082138843405,50477.75044335145,55.0,1.0,11.0,3.0,580117.3606196193,15.0,457826.42049290624,0
119644.72355894241,0.0,20.0,3.0,5.0,3.0,635394.9817381559,29.0,265783.86112119927,1
99867.77652988085,0.0,71.0,2.0,10.0,4.0,530928.8084554427,13.0,25145.531573694534,0
122888.98489492082,0.0,41.0,0.0,3.0,0.0,1318435.148650977,20.0,108776.10514001924,1
22037.89508648881,35852.66340758411,76.0,3.0,15.0,7.0,184522.0147662097,25.0,202580.52953210447,0
53259.10618368968,66819.69751924695,23.0,4.0,12.0,2.0,643224.6985628905,30.0,426436.24731722404,1
57874.7900711448,12843.375120859257,44.0,1.0,11.0,2.0,703579.4070324171,19.0,271120.9701148451,0
94294.66804011923,0.0,38.0,2.0,18.0,3.0,472427.3849328085,9.0,82741.61416980658,1
36270.01195731659,65279.533461352046,70.0,2.0,16.0,7.0,164854.57510840223,28.0,487393.630367355,0
120923.378615728,0.0,48.0,0.0,10.0,7.0,180216.6828142272,19.0,498050.22015061905,1
66944.74676368234,17560.338767096542,56.0,3.0,0.0,5.0,319435.9391385796,25.0,57761.110158540905,0
128018.14371108486,0.0,46.0,4.0,1.0,1.0,418589.3013670894,24.0,235820.86788408962,1
124231.45600209018,0.0,72.0,4.0,7.0,0.0,490058.6644337585,26.0,54847.57644266147,0
56586.763747754594,39882.37795554499,58.0,0.0,7.0,5.0,312447.9504267738,14.0,231380.61473467064,1
24563.958207528936,80038.47711049858,64.0,4.0,2.0,6.0,238877.18137527027,29.0,444600.1838770183,0
63215.840301028926,79675.84965074674,37.0,2.0,13.0,1.0,686846.8437169226,19.0,292322.298893932,1
91948.55585708522,0.0,34.0,0.0,6.0,8.0,85534.2616153013,13.0,347305.4517081909,0
107131.06238766928,0.0,76.0,0.0,0.0,3.0,511824.86053513444,16.0,331087.1171432253,1
102397.26471017906,0.0,20.0,1.0,14.0,0.0,730908.9137535299,9.0,63690.29639971535,0
106083.87486974207,0.0,32.0,3.0,18.0,2.0,884703.289507038,12.0,289620.8756936143,1
41911.086538050804,61566.17181725815,35.0,1.0,0.0,1.0,746555.0846763721,18.0,409369.54217364494,0
130948.41333536444,0.0,31.0,2.0,11.0,3.0,615792.9671707987,2.0,167317.56558517297,1
85992.61106330802,0.0,29.0,1.0,8.0,1.0,975052.5688300335,9.0,169610.4091933221,0
123142.2063117203,0.0,27.0,2.0,14.0,3.0,446599.5450174952,8.0,444881.067909882,1
40133.024035082286,68787.75181316593,31.0,0.0,5.0,4.0,296139.7988316808,18.0,332713.21548530424,0
138392.52702249255,0.0,20.0,3.0,1.0,2.0,1047081.0023879791,22.0,308618.97330907395,1
96858.63710295963,0.0,58.0,1.0,5.0,0.0,1147323.471445036,5.0,493029.32493686135,0
140985.20941746252,0.0,30.0,4.0,7.0,7.0,230402.57193372282,12.0,190987.04143483491,1
112536.49762439841,0.0,64.0,2.0,10.0,8.0,143470.6580490472,16.0,346795.87039780174,0
57876.99872137896,78850.330152936,22.0,4.0,12.0,3.0,309123.18685518083,8.0,217191.12561069505,1
20772.037978799064,42597.43932932879,31.0,0.0,4.0,7.0,205378.73467564944,22.0,294100.8885394177,0
109217.83784824041,0.0,41.0,4.0,11.0,3.0,745987.3792786704,22.0,64578.198413278995,1
97083.021526741,0.0,63.0,3.0,5.0,2.0,1048025.7260608919,29.0,226555.38314261247,0
118379.5287684824,0.0,44.0,0.0,8.0,3.0,501673.8518192859,19.0,57924.66339691221,1
129874.75663420053,0.0,57.0,1.0,17.0,2.0,673230.340827063,2.0,429374.9553218576,0
56476.697047028225,38960.378488736926,20.0,2.0,5.0,6.0,381343.8291163764,2.0,149583.24697804803,1
131284.5496013948,0.0,22.0,0.0,8.0,0.0,490901.07813473424,25.0,52045.966066733505,0
115429.83810496352,0.0,44.0,4.0,18.0,3.0,467081.3772416196,25.0,257117.08957814987,1
63589.443275242105,17874.30544790914,60.0,3.0,12.0,7.0,284518.44277720567,1.0,248681.55844664475,0
31384.33082243357,83163.41378721275,48.0,0.0,14.0,0.0,728144.6265111621,15.0,301756.02199686144,1
45845.307058099424,31659.245264181427,79.0,3.0,3.0,2.0,967084.1875085348,21.0,171533.46621154336,0
95198.70126118188,0.0,59.0,0.0,4.0,6.0,422874.80324446823,3.0,118293.92264688837,1
121597.68518517086,0.0,20.0,0.0,10.0,4.0,735106.4718181236,18.0,465233.6001797228,0
139607.31969515939,0.0,78.0,1.0,1.0,7.0,258068.07052433447,6.0,348608.24406955676,1
121630.99036827934,0.0,45.0,2.0,8.0,2.0,555721.1989133812,8.0,11503.7709228476,0
67703.43055257018,28971.783624942942,56.0,0.0,1.0,0.0,588299.8884953513,16.0,329708.9170481873,1
133463.62958711898,0.0,44.0,3.0,6.0,1.0,1185341.5331015817,16.0,146756.12604322174,0
37679.04969890899,46386.972348948664,75.0,0.0,17.0,4.0,582250.5253338227,30.0,144670.96081961144,1
30438.266152209595,42620.2177490163,61.0,4.0,5.0,2.0,376721.66182885744,15.0,452500.3699748346,0
68864.00309410797,55595.26021732853,69.0,0.0,10.0,2.0,640757.1101338908,22.0,7322.94557352231,1
73815.12444046434,57221.372702994486,39.0,1.0,2.0,0.0,1184771.4423426571,30.0,251931.64433684028,0
30107.380635366055,23804.927246653056,69.0,1.0,6.0,6.0,380470.8728272622,2.0,250379.37646098045,1
144299.47843612247,0.0,78.0,2.0,16.0,7.0,129600.81127000625,23.0,213937.85554782418,0
55914.984041571646,29541.072877426195,76.0,0.0,18.0,1.0,524628.4951632537,27.0,142416.34033254875,1
136250.81710966068,0.0,71.0,2.0,0.0,6.0,373949.3447627112,26.0,116822.37073871549,0
145668.54336228946,0.0,33.0,2.0,9.0,1.0,729069.9065197315,21.0,17775.99904130811,1
74732.2962647258,78781.89848295227,36.0,0.0,16.0,3.0,802553.9670490166,3.0,430818.86159707996,0
123187.66246004493,0.0,26.0,3.0,10.0,0.0,697359.9547928353,6.0,243714.84925099328,1
135331.6256869593,0.0,52.0,1.0,16.0,8.0,98844.71325519364,25.0,373678.7293382902,0
129955.50925725323,0.0,74.0,0.0,0.0,2.0,783206.9272572935,17.0,286908.1578315507,1
60639.02397032581,45766.79601135993,50.0,2.0,2.0,5.0,237081.7488168888,6.0,298975.4503395605,0
92615.79371634012,0.0,41.0,4.0,10.0,5.0,269228.90414538735,20.0,236596.2803245324,1
62063.9973568655,10133.651256326606,64.0,4.0,3.0,3.0,586607.2837620995,25.0,283130.92714001646,0
51270.83947830692,54598.57610747819,26.0,3.0,8.0,6.0,284960.2504467065,15.0,317045.54044828383,1
70452.87457690807,69650.21690410029,54.0,2.0,6.0,5.0,368886.01246452326,15.0,349994.38231343054,0
123664.20531175302,0.0,65.0,1.0,11.0,2.0,631638.5304806163,8.0,393682.4072984126,1
144618.16758909798,0.0,35.0,1.0,13.0,6.0,228677.52993058402,1.0,6918.125586487411,0
147959.22459717235,0.0,21.0,3.0,6.0,7.0,103848.08825893993,30.0,365339.53331929503,1
116904.86649202104,0.0,33.0,1.0,7.0,7.0,272056.2473036609,4.0,376906.6399878502,0
78838.62090054576,0.0,77.0,0.0,3.0,6.0,200553.7593242469,25.0,191494.8511838585,1
111825.66646937557,0.0,78.0,2.0,14.0,3.0,653920.8737850309,3.0,407079.3500187435,0
144672.38731697304,0.0,30.0,4.0,9.0,8.0,82076.05619149588,3.0,168156.98028338372,1
22774.37982973732,61874.91990043252,80.0,2.0,17.0,2.0,753808.8501030697,16.0,118937.58628760137,0
21064.34752186567,23112.742243308185,73.0,0.0,11.0,3.0,552388.2102202312,29.0,293578.25692325167,1
27447.892348413825,11056.201697737994,66.0,2.0,3.0,0.0,1035842.8515696196,27.0,382729.48516620474,0
113181.25830350515,0.0,24.0,3.0,11.0,0.0,1143536.9241712803,7.0,487923.2066577364,1
116673.55410404512,0.0,64.0,4.0,3.0,7.0,154317.23044109068,6.0,430191.5399208034,0
111014.48518054956,0.0,60.0,1.0,13.0,3.0,504238.47978146875,15.0,348685.412858625,1
87061.05872720601,0.0,37.0,0.0,15.0,2.0,665203.3263529334,23.0,386838.8318851587,0
58252.40358317127,79551.51839511782,66.0,0.0,11.0,7.0,286497.03685173637,15.0,229214.32910562682,1
140074.74172030867,0.0,80.0,4.0,10.0,3.0,446251.07599895116,23.0,30735.748889094695,0
58081.98487184216,61628.178833847494,49.0,4.0,3.0,1.0,585531.2347313355,8.0,400702.5256867974,1
75691.36510932486,0.0,45.0,1.0,5.0,1.0,770138.4840636909,28.0,257774.63379533548,0
135327.48495251732,0.0,64.0,1.0,6.0,7.0,227618.3827363817,7.0,118282.1055566125,1
148983.07587072466,0.0,76.0,4.0,8.0,2.0,494846.6696454415,22.0,342209.5223757948,0
64745.756484929385,25309.09370760434,47.0,4.0,6.0,2.0,484253.5008547159,27.0,96223.50680168095,1
124121.73053140179,0.0,42.0,1.0,18.0,0.0,1104695.7368024583,14.0,281511.91835758305,0
37523.726313998355,69627.62832275158,29.0,4.0,17.0,0.0,756528.8397368446,23.0,344234.93683435844,1
55368.30417565014,52055.18668803473,38.0,0.0,14.0,2.0,675181.4341515321,3.0,391039.40537858906,0
110706.39227500092,0.0,52.0,4.0,18.0,7.0,114729.32847930437,13.0,283448.2144000277,1
51245.74835454021,35254.10068454104,58.0,1.0,1.0,5.0,585237.4421779821,4.0,286526.30167082575,0
21065.88827618963,26611.040533622774,41.0,0.0,13.0,0.0,1110073.0992245735,22.0,224617.14240539365,1
76976.56026176416,0.0,67.0,3.0,17.0,0.0,555239.0454392255,12.0,422540.8353080026,0
142879.21380545042,0.0,24.0,4.0,0.0,3.0,560583.8987434311,8.0,367370.4747274413,1
121491.30244310873,0.0,32.0,0.0,2.0,5.0,344965.18307742756,10.0,389415.6257783937,0
68882.25354629541,16382.943108517908,69.0,0.0,10.0,0.0,1013881.6895014166,19.0,265970.3263039969,1
52064.896518621375,41062.8690055543,43.0,1.0,2.0,0.0,1193078.6940393054,25.0,210916.80342642043,0
89349.4311387004,0.0,62.0,0.0,10.0,1.0,497892.1872173584,5.0,495488.8194041258,1
77852.97230002408,0.0,53.0,2.0,15.0,0.0,471670.3131952807,17.0,339857.8454777849,0
126124.91956886498,0.0,51.0,0.0,12.0,8.0,63535.11143376477,1.0,387910.5992429875,1
33056.67923702823,31564.729918828503,63.0,4.0,18.0,1.0,659679.9993018329,27.0,478697.26625237777,0
55446.30585090546,71078.8825060153,58.0,4.0,14.0,7.0,139335.27201045305,8.0,263935.96027306654,1
89665.43903423808,0.0,59.0,3.0,0.0,4.0,517527.2785547751,16.0,312082.07048454334,0
90167.63167010422,0.0,36.0,2.0,12.0,8.0,56957.49864534032,30.0,107906.68283164817,1
138436.30604079374,0.0,68.0,3.0,4.0,6.0,177242.8277927474,2.0,232742.983718004,0
63443.08836001793,22022.891276907467,32.0,4.0,13.0,0.0,1117308.586595706,1.0,23700.48731769836,1
124671.63069431427,0.0,65.0,4.0,3.0,3.0,648528.6751435441,18.0,168480.6633869107,0
48783.18473818936,74382.54634785681,77.0,1.0,17.0,8.0,106275.94388786916,10.0,198452.7693787665,1
47505.57876399865,47560.87736857522,37.0,1.0,18.0,1.0,442255.91807999753,18.0,12936.427743442058,0
95875.33995887419,0.0,60.0,1.0,18.0,5.0,542743.6179457909,18.0,113834.46919649515,1
63104.074544411116,57382.705033795886,57.0,3.0,4.0,2.0,697501.0224677075,26.0,484386.12686801195,0
113273.48283271563,0.0,67.0,0.0,4.0,1.0,444762.3994218423,15.0,424742.6244913071,1
54053.909461363255,22234.91147296709,59.0,3.0,8.0,5.0,256451.4452076034,30.0,286446.0324778533,0
66084.9445393586,71058.54516964547,22.0,4.0,0.0,7.0,233838.62570041255,21.0,3269.538728578436,1
126036.65245237302,0.0,47.0,3.0,3.0,1.0,902776.102706456,3.0,93954.92765662305,0
89004.88424146414,0.0,44.0,0.0,13.0,8.0,59106.97183721334,28.0,406.30524194185114,1
23705.1795207794,14466.396550763207,80.0,4.0,19.0,3.0,531281.7759698101,5.0,494096.2090632703,0
137334.97414699272,0.0,46.0,4.0,18.0,7.0,278698.908256665,27.0,364290.3548408886,1
77087.58559826366,0.0,46.0,3.0,11.0,3.0,390383.43289930734,23.0,235283.94938282977,0
94264.24125434678,0.0,71.0,0.0,18.0,4.0,329716.8130100831,3.0,445302.5882892523,1
136104.33830953256,0.0,68.0,4.0,13.0,0.0,1117325.388901876,14.0,47047.06384783663,0
78266.35408640101,0.0,59.0,0.0,12.0,0.0,1104876.8584569548,18.0,496410.05389880855,1
26967.96457149843,30268.971527573467,80.0,2.0,8.0,5.0,400178.10945522465,14.0,465436.73429542506,0
137655.96292310383,0.0,52.0,4.0,18.0,5.0,494004.82323290553,16.0,456409.2484005465,1
102244.17977220476,0.0,52.0,1.0,4.0,3.0,491203.4113089172,9.0,438208.84894574626,0
73822.00002076964,49196.18851365634,33.0,3.0,9.0,7.0,116890.23261121243,12.0,47850.84790456984,1
85199.65459218516,0.0,40.0,2.0,16.0,6.0,407526.120444648,12.0,147529.05113946708,0
142422.17988580535,0.0,36.0,3.0,8.0,5.0,572887.9328313282,8.0,461991.0249461643,1
93115.88391910624,0.0,64.0,4.0,17.0,3.0,539163.7097036188,10.0,179370.03363431463,0
75075.88096426701,0.0,50.0,4.0,15.0,1.0,968803.4046011464,20.0,489580.50310919,1
123649.45528610448,0.0,54.0,3.0,0.0,7.0,125078.89443759064,21.0,458313.41464193224,0
76578.01765932643,0.0,76.0,1.0,16.0,2.0,795742.2740596469,18.0,299411.77439110226,1
80932.82007496127,0.0,38.0,0.0,5.0,3.0,571108.0989105544,10.0,9292.057972594192,0
146356.46755618308,0.0,65.0,1.0,19.0,2.0,1039189.6893183384,24.0,267574.02428994514,1
47803.22660390781,70233.480527576,35.0,1.0,13.0,3.0,354330.6500311134,22.0,326077.76455664315,0
25919.77065819976,16266.58982478866,31.0,4.0,3.0,8.0,118288.8101552276,11.0,497853.8410402586,1
44269.492474108396,57831.281219513316,38.0,1.0,19.0,4.0,495749.883801645,11.0,251075.08524997046,0
34154.37972869501,69313.09311645126,21.0,2.0,8.0,3.0,624156.2453602225,4.0,181851.2829134515,1
101662.05550495927,0.0,72.0,2.0,18.0,4.0,470141.40603666735,13.0,288770.3553609195,0
96840.61645437872,0.0,58.0,4.0,8.0,1.0,439796.5141539793,4.0,373468.0137587785,1
32853.330483943646,80891.34876454507,47.0,2.0,19.0,8.0,67047.92132790183,7.0,60930.04509239175,0
56392.87322458592,13047.552997877508,39.0,2.0,19.0,4.0,583377.2714547239,8.0,230592.8565910594,1
125671.36783444343,0.0,71.0,2.0,10.0,7.0,243567.22015519344,18.0,429400.6197490221,0
36407.34239969882,48390.91216016392,65.0,1.0,14.0,4.0,549340.5253876857,13.0,377435.64425597835,1
102536.69646033281,0.0,77.0,2.0,0.0,5.0,291398.51052755787,7.0,123278.84470000194,0
77728.76582617231,0.0,48.0,0.0,19.0,7.0,148521.3028765483,21.0,360724.04516677704,1
70581.8712289661,17790.58813280423,80.0,2.0,6.0,1.0,993226.6687026857,10.0,202667.74081604034,0
52722.76337264417,48960.16457022915,80.0,0.0,3.0,6.0,429603.61267859547,13.0,161805.98647159894,1
102025.92650254053,0.0,80.0,3.0,16.0,7.0,205303.11098324994,20.0,449892.81847484503,0
118677.64780624333,0.0,57.0,4.0,2.0,2.0,1025257.7949845502,24.0,21919.392646366443,1
131419.73834905092,0.0,27.0,1.0,11.0,7.0,111305.63062280104,15.0,317792.1708514551,0
45100.21458924416,34371.665749406806,73.0,1.0,2.0,0.0,1104165.7949855612,9.0,216823.43099839956,1
