feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
72899.85108368323,75831.30912941931,37.0,3.0,5.0,7.0,123505.12858072753,28.0,305493.2539632961,0
112174.6098238277,0.0,23.0,1.0,3.0,7.0,253993.4372500178,5.0,334116.9864746386,1
28261.990728700595,25618.993909111286,36.0,0.0,12.0,7.0,260578.67431226684,21.0,171068.75630360824,0
127223.70172990409,0.0,57.0,3.0,16.0,0.0,1109960.2208850535,10.0,210909.61014297232,1
98027.67285706822,0.0,41.0,2.0,10.0,1.0,1098845.4618326172,27.0,380371.7825523059,0
125247.139641274,0.0,22.0,2.0,19.0,4.0,383203.9511104929,8.0,489086.086793781,1
84656.38911324096,0.0,44.0,2.0,19.0,7.0,173583.49756357467,8.0,494374.5015463387,0
145316.84436279762,0.0,40.0,4.0,19.0,7.0,167951.27590458398,28.0,49866.47361737701,1
71380.32165972379,33312.998285748705,68.0,3.0,5.0,1.0,1035605.1672410928,2.0,108831.42172886923,0
43373.38780836041,35912.92422672508,65.0,4.0,16.0,0.0,1218245.4380666448,12.0,247808.39018562384,1
63422.33332205504,82755.85770932634,38.0,1.0,10.0,2.0,553173.6297919499,24.0,395231.14484200394,0
112558.77496818149,0.0,76.0,0.0,5.0,3.0,677626.0249345674,11.0,106917.67340079328,1
49843.76780995347,48014.721886548505,62.0,0.0,17.0,4.0,719206.0108471928,15.0,293983.5625780416,0
141009.1290782403,0.0,56.0,4.0,18.0,2.0,714056.9916449712,11.0,122188.03623472752,1
51678.12378656019,54147.92502189899,71.0,1.0,4.0,0.0,1205825.871792883,21.0,474270.1505644205,0
44095.316307319765,84686.14697197263,51.0,1.0,12.0,0.0,515478.67618103145,15.0,482462.4704242198,1
54489.432189816165,19547.051906505607,76.0,2.0,17.0,3.0,571638.2978560319,19.0,363771.8047953749,0
130921.97690060666,0.0,24.0,1.0,19.0,3.0,590251.7188210418,26.0,338522.26966514316,1
109896.05401809959,0.0,47.0,4.0,15.0,6.0,223087.0573982696,21.0,430561.50403289334,0
138726.9643151125,0.0,26.0,2.0,14.0,5.0,503593.8219009368,24.0,352135.6469655592,1
54616.91849535642,70556.38954000862,62.0,2.0,17.0,0.0,1155056.9809633251,3.0,484583.8772731805,0
136416.6814466297,0.0,21.0,2.0,0.0,2.0,658961.9003327403,4.0,28186.08105950954,1
59932.483597364815,83857.93543521794,41.0,1.0,9.0,3.0,420657.6107330552,1.0,498997.0004678293,0
143216.84532450663,0.0,48.0,1.0,10.0,6.0,170664.13635350508,13.0,196159.4700327297,1
71613.35819674763,30748.72976568922,32.0,0.0,1.0,4.0,566993.4606529537,3.0,322367.16996397456,0
148408.59061095628,0.0,45.0,1.0,19.0,3.0,555601.4326017363,19.0,51789.231724186095,1
64579.703252572224,55273.706611419475,65.0,2.0,15.0,7.0,236959.83114127076,11.0,49305.18436140552,0
124983.29454078355,0.0,76.0,0.0,18.0,2.0,701717.1520190281,13.0,442898.1697126438,1
86880.12024530926,0.0,30.0,3.0,2.0,1.0,595655.6872164502,11.0,223273.36951124127,0
120261.35357928048,0.0,23.0,0.0,0.0,6.0,337349.24292159214,20.0,332098.5525405745,1
86570.493070092,0.0,27.0,4.0,10.0,6.0,292800.9474179901,20.0,477732.96665289043,0
121605.62459860899,0.0,71.0,3.0,12.0,8.0,69405.80886467823,26.0,229937.60369726046,1
62977.51909869734,13828.97985189427,29.0,2.0,9.0,8.0,134515.40869957203,21.0,433229.33474469575,0
127064.35255325782,0.0,37.0,3.0,15.0,2.0,831924.051090973,19.0,217676.73316257852,1
55269.79316360061,29354.440940380544,63.0,3.0,14.0,0.0,602033.5042781091,22.0,329099.62316520594,0
99781.27670485964,0.0,21.0,1.0,4.0,8.0,57824.60996904688,23.0,48829.826588150274,1
75918.93064626696,0.0,53.0,1.0,1.0,7.0,208009.59273873837,7.0,270911.1993940792,0
135346.8096605742,0.0,45.0,0.0,14.0,3.0,519323.41687084583,8.0,11165.780898735378,1
38743.276024421575,39717.58613286782,25.0,1.0,9.0,2.0,536676.1273552472,30.0,129800.11674880976,0
45120.71802169229,61410.035943483774,70.0,3.0,4.0,5.0,544144.8250905905,25.0,149375.15542597047,1
89417.13007174345,0.0,64.0,2.0,15.0,2.0,810110.7076353538,19.0,246703.48114458905,0
135019.4268989194,0.0,64.0,0.0,8.0,8.0,63168.72818144569,19.0,169921.51999623157,1
48831.53656256649,64750.18785257438,69.0,0.0,3.0,0.0,885113.098353921,19.0,22233.921723138537,0
143418.0865431797,0.0,73.0,3.0,11.0,7.0,296686.79564691527,27.0,4451.999287019948,1
61791.481011046686,45563.86091977163,74.0,1.0,0.0,2.0,849024.6118892345,23.0,28954.63844813012,0
106731.94669149705,0.0,47.0,3.0,8.0,2.0,614787.4719735929,18.0,462996.6853538645,1
48837.12396629949,47045.894174665096,78.0,1.0,2.0,0.0,1166505.3978256478,12.0,490233.229420315,0
147305.1312046564,0.0,43.0,4.0,6.0,8.0,105593.76888086068,13.0,59862.724581897455,1
65326.4757033878,73662.47692033075,27.0,0.0,11.0,5.0,250999.55270799538,21.0,381262.35477536137,0
46568.58774478284,38474.61012489068,27.0,2.0,6.0,3.0,589022.5032576986,6.0,170050.37306205556,1
76568.45824712285,0.0,45.0,3.0,17.0,4.0,414476.87995949155,22.0,273481.626215856,0
121889.30586034486,0.0,58.0,3.0,11.0,7.0,177857.41496133694,23.0,489505.4595004114,1
62896.475419246875,54335.68168935865,80.0,2.0,1.0,0.0,865887.7766647049,10.0,203246.73541549686,0
24548.613905655464,50420.83035408611,24.0,2.0,15.0,0.0,549222.8103017072,12.0,225794.6471795172,1
51238.001603921664,67235.51726910946,39.0,2.0,19.0,2.0,823028.6450485074,8.0,214404.88508017146,0
110395.04085813888,0.0,32.0,0.0,16.0,6.0,435198.03010913136,21.0,140726.86364719688,1
99865.01899735202,0.0,22.0,2.0,14.0,5.0,541075.6022969077,12.0,2373.7521624454525,0
140111.50859125366,0.0,29.0,2.0,8.0,0.0,579652.686981758,6.0,58231.62708095808,1
87006.3012692232,0.0,47.0,4.0,9.0,8.0,80787.40979600234,24.0,413398.3004621449,0
35192.72931016453,40936.11162387446,46.0,2.0,6.0,5.0,519010.544347176,22.0,285019.52039830596,1
71594.94282171644,43989.867061335906,35.0,3.0,4.0,6.0,243374.03944311087,18.0,246789.26557308834,0
98159.60849768763,0.0,26.0,1.0,8.0,4.0,653062.0757202221,3.0,331033.7066987902,1
79681.24230933675,0.0,28.0,2.0,9.0,8.0,72618.10458020215,15.0,486946.6619869348,0
81984.17731075182,0.0,79.0,0.0,15.0,6.0,290815.3065435459,17.0,89100.47746963406,1
56146.53097915887,51021.254638342274,34.0,2.0,11.0,1.0,412590.59173637,7.0,275774.25354163867,0
108853.62715732443,0.0,50.0,1.0,6.0,0.0,1312451.4004578954,14.0,415074.0899434009,1
86613.10266322918,0.0,77.0,3.0,5.0,5.0,537730.8055931289,16.0,329062.58329593146,0
85711.4920072607,0.0,24.0,0.0,18.0,3.0,526296.5877912368,14.0,245274.52739696638,1
86023.57663234799,0.0,31.0,4.0,17.0,5.0,567150.6467972455,5.0,240370.69858013222,0
33628.446942922616,16264.794141648777,25.0,4.0,9.0,0.0,1226399.4521394777,10.0,51596.56579029337,1
57243.2252809815,31388.11960994292,70.0,3.0,15.0,5.0,571776.9494164034,16.0,134374.69353836772,0
44196.92162329031,10693.599566777453,40.0,2.0,16.0,8.0,134292.11121274854,6.0,348339.1309104884,1
44065.13055429997,10465.256103202451,60.0,1.0,8.0,7.0,288555.8819122387,10.0,465976.4495279634,0
38571.28690173238,50029.23411920255,55.0,2.0,14.0,0.0,984940.7933973967,29.0,62580.82898067147,1
91849.2412440678,0.0,40.0,3.0,14.0,2.0,924629.9898209347,18.0,378980.9045994255,0
45667.37026439874,82759.81542864781,59.0,4.0,4.0,0.0,608699.6167180402,15.0,415474.074784828,1
94619.1814951405,0.0,63.0,3.0,4.0,1.0,1140913.1026568592,13.0,151452.40433491752,0
145113.33569914807,0.0,42.0,4.0,17.0,5.0,214087.92183016284,3.0,81125.90513570045,1
63260.99004476166,17159.246166361023,73.0,1.0,8.0,7.0,296711.08363424405,10.0,321822.0067972322,0
120160.63156017073,0.0,43.0,1.0,4.0,8.0,85300.95919492077,1.0,187774.6775422713,1
84640.08160705844,0.0,23.0,3.0,2.0,4.0,652411.4824948611,15.0,18590.57101859668,0
128034.73057997013,0.0,43.0,0.0,7.0,4.0,659844.9027872676,13.0,71626.61527941754,1
71403.39371942342,27294.59774940411,32.0,0.0,8.0,3.0,447594.36357395205,27.0,290634.6479730157,0
113183.35105083794,0.0,72.0,2.0,14.0,2.0,761135.6197469402,26.0,340185.1271975975,1
66199.37595793666,13289.682232478692,77.0,0.0,13.0,6.0,376435.16795896937,4.0,110373.13069266746,0
111474.54494302596,0.0,30.0,4.0,6.0,0.0,701576.9490409328,26.0,204510.75579643736,1
67579.74344125351,17651.464852285553,38.0,0.0,17.0,3.0,853149.4795491389,16.0,206063.93037335703,0
20024.272811226187,81594.60865901325,58.0,3.0,18.0,5.0,473591.84454659006,29.0,319109.55001581536,1
69035.26166619346,38153.34982156617,71.0,2.0,18.0,4.0,735048.4878096022,25.0,16703.646307560048,0
101997.04427097396,0.0,71.0,2.0,8.0,5.0,415881.33569787437,4.0,6827.703231146287,1
88792.65506264535,0.0,31.0,3.0,5.0,0.0,914900.3469892766,9.0,386727.3357609563,0
126695.45407253286,0.0,21.0,4.0,16.0,2.0,831146.2568130917,27.0,94352.68312084077,1
53259.10618368968,66819.69751924695,23.0,4.0,12.0,2.0,643224.6985628905,30.0,426436.24731722404,0
81720.58331876693,0.0,61.0,1.0,18.0,6.0,277365.88681740285,29.0,250795.73547038375,1
50491.487268714016,35286.18352487136,61.0,1.0,10.0,4.0,660996.2162852851,6.0,49124.956726018354,0
41512.81968414971,56906.32077633765,62.0,3.0,15.0,3.0,382984.04779750324,7.0,213730.70284662792,1
58816.680220038375,37895.10848868017,48.0,2.0,5.0,1.0,1021754.1827227524,2.0,302544.6625966219,0
56390.039675192245,33164.986659757415,56.0,4.0,17.0,5.0,388971.5381266067,21.0,72986.69522858254,1
43643.49517380823,27491.33049793514,29.0,1.0,17.0,1.0,1082960.7160483852,26.0,443341.61042372615,0
99190.9643662336,0.0,65.0,1.0,0.0,7.0,194328.34715363584,15.0,180166.9992040415,1
83037.68577587485,0.0,54.0,3.0,13.0,1.0,519953.11169732973,3.0,332295.3720356413,0
122221.46703348483,0.0,78.0,2.0,16.0,4.0,611690.8092539716,4.0,288297.53868176235,1
30244.306840229852,66149.17907373546,78.0,0.0,7.0,1.0,421111.4653706809,13.0,3956.6266447990106,0
23199.88864387719,56482.906320698334,31.0,0.0,3.0,7.0,211704.61948644897,8.0,229932.3400819555,1
34011.24583146389,27318.69433559997,76.0,0.0,3.0,6.0,162981.20293265887,1.0,60566.8663137785,0
22281.33882703652,36478.107566891806,67.0,3.0,16.0,8.0,145512.60344725638,26.0,161938.26926603084,1
96274.00521415628,0.0,75.0,3.0,10.0,2.0,953264.7652073627,21.0,448405.1858321049,0
106083.87486974207,0.0,32.0,3.0,18.0,2.0,884703.289507038,12.0,289620.8756936143,1
41911.086538050804,61566.17181725815,35.0,1.0,0.0,1.0,746555.0846763721,18.0,409369.54217364494,0
130948.41333536444,0.0,31.0,2.0,11.0,3.0,615792.9671707987,2.0,167317.56558517297,1
79070.21875299195,0.0,53.0,0.0,19.0,5.0,389105.2451210796,23.0,40103.33116503928,0
116634.2293343264,0.0,50.0,1.0,8.0,1.0,975052.5688300335,9.0,169610.4091933221,1
86045.76405244827,0.0,57.0,2.0,3.0,8.0,129651.22557387536,2.0,74617.92353770536,0
138392.52702249255,0.0,20.0,3.0,1.0,2.0,1047081.0023879791,22.0,308618.97330907395,1
96858.63710295963,0.0,58.0,1.0,5.0,0.0,1147323.471445036,5.0,493029.32493686135,0
32890.88475136822,76106.53479222562,56.0,1.0,11.0,6.0,175073.56100723296,11.0,270522.7997774825,1
64010.495106305694,36804.09007566515,25.0,1.0,16.0,6.0,200011.40011088198,28.0,186920.28462960603,0
122370.64229351652,0.0,21.0,4.0,15.0,2.0,905120.0670365782,13.0,175747.77809500863,1
99189.60621617438,0.0,60.0,4.0,16.0,0.0,909948.5096501213,1.0,459002.2010195733,0
116949.28543252267,0.0,33.0,3.0,3.0,5.0,566409.347853388,30.0,376521.1950345164,1
99191.32686787749,0.0,73.0,4.0,4.0,7.0,205378.73467564944,22.0,294100.8885394177,0
29515.648808247184,21558.787703298985,60.0,3.0,7.0,3.0,439561.1264742506,19.0,498589.80432920845,1
94489.44841157288,0.0,48.0,0.0,7.0,0.0,1264036.5235808098,4.0,499222.0222186303,0
97748.59331569441,0.0,23.0,1.0,11.0,1.0,507363.9579810438,18.0,184380.423623989,1
52968.95927845082,54766.58527537569,66.0,4.0,14.0,0.0,722005.2651289073,23.0,385573.048527294,0
36313.50464073334,36813.970558069595,37.0,2.0,11.0,1.0,811700.428806905,30.0,444735.14202635584,1
91005.86577452367,0.0,40.0,2.0,3.0,0.0,816721.6346006593,1.0,93151.75833317802,0
145287.35142573604,0.0,80.0,3.0,10.0,6.0,361216.24706852005,1.0,351715.21167921345,1
91704.09489895288,0.0,59.0,1.0,0.0,2.0,514068.06675320107,17.0,441135.71119777596,0
149993.3661279392,0.0,51.0,4.0,0.0,8.0,106967.70582920666,12.0,432921.87991787377,1
114959.28876310242,0.0,57.0,4.0,10.0,0.0,1276463.5247935436,14.0,174316.61498414635,0
47742.69208855167,31211.901460563073,72.0,4.0,4.0,1.0,469508.53664181684,25.0,412651.30877454585,1
54639.965903319775,78218.70081111706,54.0,1.0,16.0,0.0,558540.4421999458,10.0,367741.8990127239,0
146127.68267271214,0.0,69.0,0.0,6.0,5.0,535349.4269787642,5.0,186368.37571880332,1
105837.81941277112,0.0,59.0,0.0,5.0,8.0,63950.51937868297,29.0,283689.30130670185,0
101355.90274917975,0.0,29.0,0.0,4.0,7.0,289400.68041400594,21.0,332250.5253338227,1
73815.12444046434,57221.372702994486,39.0,1.0,2.0,0.0,1184771.4423426571,30.0,251931.64433684028,0
145267.92777133535,0.0,58.0,3.0,16.0,3.0,518221.6348762985,24.0,348758.86693442176,1
80334.4122182643,0.0,44.0,3.0,14.0,2.0,561545.0979152075,11.0,304517.90086129203,0
149216.00426637527,0.0,43.0,0.0,16.0,2.0,662180.8624202525,23.0,415544.31805255334,1
73848.7365124659,37018.611910922584,65.0,1.0,19.0,6.0,244975.32330898585,22.0,87448.7780415008,0
24621.759750740108,60362.763044661646,34.0,4.0,7.0,0.0,828915.8972173325,18.0,446056.66748338455,1
75186.27502704808,0.0,52.0,1.0,6.0,5.0,279986.6343631697,28.0,216899.13886758394,0
26617.479070744113,32661.06875338099,38.0,3.0,0.0,5.0,295943.1932574262,10.0,261803.33028187664,1
40911.109979460096,69450.65366597926,25.0,1.0,8.0,1.0,676865.0625696087,1.0,150644.59382136143,0
148688.63570099144,0.0,55.0,3.0,8.0,8.0,106626.18542800329,14.0,297612.04875325045,1
95105.02238327733,0.0,28.0,3.0,2.0,8.0,88809.90352069851,25.0,83836.90808809147,0
37062.36042826278,56030.80577013473,36.0,2.0,12.0,0.0,564377.5264409073,26.0,101321.2890052207,1
30311.87919910293,52958.407380111064,75.0,0.0,3.0,2.0,892196.4969411308,2.0,226877.52786432835,0
41150.51547429002,59867.89228226642,67.0,4.0,1.0,4.0,710116.7686388699,13.0,488355.5498210761,1
96682.8559867567,0.0,54.0,3.0,0.0,0.0,763127.4056776771,21.0,462252.6055343667,0
32729.443842796398,47592.72338395101,72.0,2.0,4.0,8.0,82076.05619149588,3.0,168156.98028338372,1
72414.35381885085,42334.80532931768,60.0,3.0,2.0,1.0,1190398.1596878502,30.0,136626.14793577403,0
135027.7911614363,0.0,63.0,2.0,4.0,2.0,788645.7262197849,20.0,335124.1865478028,1
65690.93200717306,48385.49200495277,67.0,1.0,12.0,0.0,1292453.118454326,12.0,320758.6485928903,0
44914.90751337652,40774.112961519306,45.0,4.0,10.0,1.0,411266.1514425386,15.0,499965.57350940804,1
90525.75957209064,0.0,51.0,3.0,5.0,5.0,341655.7460488643,19.0,362812.2687793724,0
127351.57361271934,0.0,61.0,0.0,19.0,3.0,816086.1001827895,24.0,219637.4868664261,1
84692.31042180929,0.0,44.0,2.0,5.0,2.0,655974.9272234156,29.0,470235.53408863617,0
44677.60016803749,51564.90677397421,67.0,3.0,10.0,3.0,315192.9227494821,11.0,285576.48415235634,1
63637.39301732144,60111.59517775114,69.0,0.0,11.0,1.0,640586.051162523,29.0,39826.696592879016,0
127869.58582069288,0.0,66.0,3.0,1.0,4.0,593223.8120715276,2.0,203614.9221788522,1
50798.32927919422,79273.88945402425,80.0,4.0,10.0,3.0,446251.07599895116,23.0,30735.748889094695,0
58081.98487184216,61628.178833847494,49.0,4.0,3.0,1.0,585531.2347313355,8.0,400702.5256867974,1
75691.36510932486,0.0,45.0,1.0,5.0,1.0,770138.4840636909,28.0,257774.63379533548,0
135327.48495251732,0.0,64.0,1.0,6.0,7.0,227618.3827363817,7.0,118282.1055566125,1
74140.62808666797,72697.34270717352,36.0,4.0,13.0,1.0,974360.9653656259,14.0,150077.68987014197,0
38383.83454456848,20109.842104229818,80.0,3.0,9.0,1.0,622937.6410481891,16.0,390016.89978162793,1
77663.47930511457,0.0,55.0,1.0,14.0,2.0,729109.2624960359,15.0,92398.78622462112,0
100186.74613450562,0.0,25.0,3.0,6.0,5.0,350950.84526791883,9.0,470542.70343223383,1
30743.952775342368,35272.764826223996,39.0,1.0,1.0,5.0,585237.4421779821,4.0,286526.30167082575,0
37960.66965274302,84297.55598035367,61.0,4.0,9.0,0.0,690563.0863794975,10.0,283096.49080420594,1
57589.07096460597,67570.59977984149,37.0,0.0,0.0,6.0,198668.5172320652,20.0,20355.037715986957,0
139824.09573526253,0.0,60.0,2.0,10.0,6.0,433567.4164741164,5.0,448266.0942637621,1
70958.61248533393,10136.462108539692,64.0,3.0,9.0,0.0,1142929.9068587017,13.0,320340.60329270916,0
112323.50306109857,0.0,35.0,1.0,5.0,6.0,162835.1427499901,3.0,204838.41303213002,1
40945.16924511487,70181.34596261624,66.0,0.0,11.0,6.0,177611.00550982455,10.0,184746.28176061597,0
89349.4311387004,0.0,62.0,0.0,10.0,1.0,497892.1872173584,5.0,495488.8194041258,1
77852.97230002408,0.0,53.0,2.0,15.0,0.0,471670.3131952807,17.0,339857.8454777849,0
126124.91956886498,0.0,51.0,0.0,12.0,8.0,63535.11143376477,1.0,387910.5992429875,1
56170.080656728634,40518.54312452326,73.0,2.0,8.0,0.0,953019.2654596278,7.0,331728.59994300385,0
103544.76372736506,0.0,28.0,1.0,3.0,1.0,1009718.0710730546,14.0,28645.019274950668,1
63104.074544411116,57382.705033795886,57.0,3.0,4.0,2.0,697501.0224677075,26.0,484386.12686801195,0
113273.48283271563,0.0,67.0,0.0,4.0,1.0,444762.3994218423,15.0,424742.6244913071,1
54053.909461363255,22234.91147296709,59.0,3.0,8.0,5.0,256451.4452076034,30.0,286446.0324778533,0
118506.36293837095,0.0,44.0,3.0,10.0,6.0,347128.8676496577,26.0,137444.9939596285,1
38975.4251714753,61111.137888556026,37.0,0.0,8.0,2.0,640182.6320711131,16.0,66725.95919690239,0
148227.78613257405,0.0,27.0,2.0,8.0,8.0,143930.44596914458,29.0,62346.421833765875,1
89335.52152996944,0.0,55.0,0.0,0.0,2.0,542057.8030613419,25.0,272797.52679853264,0
20105.63936290488,70038.13046145876,64.0,2.0,18.0,1.0,415641.4415369427,26.0,181129.41036610847,1
86443.40126970704,0.0,47.0,1.0,5.0,1.0,701073.166552325,20.0,188879.34604834623,0
103407.18547143602,0.0,63.0,0.0,11.0,1.0,919187.7123559685,29.0,432320.4192284092,1
87355.04633934516,0.0,26.0,2.0,17.0,8.0,142332.64109379533,17.0,312855.4532596294,0
22457.13887428928,65387.194724883804,71.0,4.0,11.0,3.0,390383.43289930734,23.0,235283.94938282977,1
41149.89916777167,53606.47905689159,28.0,1.0,11.0,0.0,1077873.1933639238,14.0,417228.48367674806,0
24869.168943662535,71355.14988512457,28.0,2.0,9.0,7.0,148786.24083300945,10.0,71260.39165124648,1
35628.16673442179,71608.022282433,37.0,0.0,15.0,1.0,879859.666660818,9.0,87480.19641929022,0
39832.948551255,77878.44014794452,52.0,4.0,18.0,5.0,494004.82323290553,16.0,456409.2484005465,1
85199.65459218516,0.0,40.0,2.0,16.0,6.0,407526.120444648,12.0,147529.05113946708,0
142422.17988580535,0.0,36.0,3.0,8.0,5.0,572887.9328313282,8.0,461991.0249461643,1
93115.88391910624,0.0,64.0,4.0,17.0,3.0,539163.7097036188,10.0,179370.03363431463,0
77361.0331389107,0.0,37.0,1.0,7.0,8.0,129730.35022008036,3.0,146506.77337133655,1
78542.14148368262,0.0,64.0,4.0,6.0,1.0,748172.4163650858,25.0,25499.332454645308,0
114936.8195482481,0.0,28.0,0.0,1.0,5.0,414480.74506475765,1.0,166575.0508170823,1
25580.814023445637,21846.067669558815,37.0,0.0,17.0,8.0,130794.34229226332,23.0,133375.90841762937,0
124404.69958113175,0.0,35.0,1.0,13.0,3.0,354330.6500311134,22.0,326077.76455664315,1
33286.92717966248,10880.240323513493,72.0,0.0,10.0,3.0,573954.8390211875,1.0,433458.3134518911,0
119999.33890634667,0.0,47.0,2.0,9.0,1.0,913066.3535994776,16.0,21262.543762954334,1
74953.88502371179,13205.42447656043,77.0,3.0,12.0,4.0,269227.25547726784,25.0,314084.82886522793,0
134455.55923310493,0.0,25.0,4.0,17.0,8.0,50816.27674466093,13.0,12738.001794719012,1
61272.39148984579,61930.03608724899,47.0,1.0,19.0,4.0,272329.41217972257,12.0,435105.8301350004,0
131158.12160512962,0.0,51.0,3.0,2.0,4.0,697120.9612652184,2.0,77960.2420803947,1
70318.72914841703,68546.052024872,37.0,3.0,15.0,6.0,296323.7552008464,7.0,19057.937618973676,0
108079.84586241218,0.0,22.0,2.0,19.0,4.0,623507.1195394528,28.0,401120.416116591,1
56392.87322458592,13047.552997877508,39.0,2.0,19.0,4.0,583377.2714547239,8.0,230592.8565910594,0
125671.36783444343,0.0,71.0,2.0,10.0,7.0,243567.22015519344,18.0,429400.6197490221,1
98502.18287065068,0.0,67.0,3.0,6.0,6.0,246077.67180301805,22.0,399441.1433917831,0
42112.61158417878,79148.5089038433,48.0,4.0,15.0,8.0,91313.03277190289,18.0,90918.11162993473,1
77728.76582617231,0.0,48.0,0.0,19.0,7.0,148521.3028765483,21.0,360724.04516677704,0
46952.3871337412,30348.75071203598,34.0,4.0,18.0,3.0,874179.3820262114,8.0,43458.656507147694,1
76861.39899955828,0.0,68.0,3.0,3.0,1.0,1139419.4676912965,18.0,71834.01218661184,0
103539.26082388905,0.0,37.0,2.0,6.0,8.0,63236.67497226818,17.0,469735.62888541113,1
59437.4605205281,10231.871676797866,59.0,2.0,19.0,1.0,620230.2283124524,1.0,216777.35775995583,0
20793.056928117545,57586.4201071966,77.0,2.0,8.0,3.0,301250.3272581479,10.0,486309.85317035974,1
92756.8775239517,0.0,29.0,2.0,15.0,0.0,1104165.7949855612,9.0,216823.43099839956,0
