author_date_unix_timestamp,fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,days_to_first_fix
1121455089,0,1.0,1.0,1.0,0.0,4.0,38.0,45.0,1.0,2.7445833333333334,1.0,173.0,1.3643540306664643,161.0,0,0.0
1121456315,1,1.0,1.0,1.0,0.0,1.0,1.0,113.0,2.0,0.06880787037037038,5.0,174.0,15.533221194280909,5.0,0,0.0
1121456317,0,1.0,1.0,1.0,0.0,1.0,1.0,27.0,1.0,2.020613425925926,1.0,28.0,1.4948992158367749,3.0,0,0.0
1121456514,0,1.0,1.0,1.0,0.0,6.0,1.0,113.0,2.0,0.002303240740740741,6.0,175.0,435.1708542713568,6.0,0,0.0
1121456692,0,1.0,1.0,1.0,0.0,2.0,3.0,2159.0,2.0,0.04480324074074074,3.0,29.0,23.319814001549982,0.0,0,0.0
1121456950,0,2.0,2.0,2.0,0.9828586897127056,15.0,11.0,5.5,1.0,0.010769675925925927,2.0,176.5,47.426652337452964,162.0,1,291.74018518518517
1121457029,0,1.0,1.0,1.0,0.0,164.0,0.0,0.0,1.0,0.0,0.0,178.0,0.0,1.0,0,0.0
1121459823,0,1.0,1.0,3.0,1.2407291543459504,223.0,27.0,0.3333333333333333,2.0,0.31344521604938275,15.0,31.0,8.260727439365171,20.0,0,0.0
1121460365,0,2.0,2.0,2.0,0.9709505944546686,3.0,2.0,215.0,1.0,0.9203530092592592,3.0,179.5,1.5492306152582795,2.0,1,2818.5808796296296
1121460797,1,1.0,1.0,1.0,0.0,1.0,0.0,308.0,2.0,0.20521990740740745,2.0,33.0,5.872821611866223,21.0,0,0.0
1121462272,0,1.0,1.0,1.0,0.0,75.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,22.0,0,0.0
1121462478,0,1.0,1.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,181.0,0.0,7.0,0,0.0
1121462803,1,1.0,1.0,1.0,0.0,4.0,3.0,30.0,1.0,0.0037615740740740734,1.0,35.0,266.84615384615387,23.0,0,0.0
1121463859,0,1.0,1.0,1.0,0.0,56.0,54.0,-79.0,2.0,0.2590162037037037,3.0,0.0,0.0,0.0,0,0.0
1121464004,1,1.0,1.0,1.0,0.0,1.0,1.0,-77.0,2.0,0.0016782407407407408,4.0,36.0,596.8620689655173,24.0,0,0.0
1121464265,0,1.0,1.0,1.0,0.0,32.0,4.0,31.0,1.0,0.016921296296296295,2.0,182.0,60.097127222982216,8.0,0,0.0
1121464336,0,1.0,1.0,1.0,0.0,2.0,0.0,59.0,1.0,0.0008217592592592593,3.0,183.0,1217.9014084507041,9.0,0,0.0
1121464400,0,1.0,1.0,1.0,0.0,1.0,1.0,61.0,1.0,0.0007407407407407407,4.0,184.0,1351.0,10.0,0,0.0
1121465655,1,1.0,1.0,1.0,0.0,1.0,1.0,61.0,1.0,0.014525462962962962,5.0,185.0,69.84462151394422,11.0,0,0.0
1121466291,0,1.0,1.0,1.0,0.0,2.0,0.0,415.0,1.0,0.06858796296296296,3.0,186.0,15.579817752278096,164.0,1,4.6914699074074075
1121466550,1,1.0,1.0,1.0,0.0,1.0,1.0,31.0,1.0,2.8772337962962964,1.0,187.0,1.3475560454236444,165.0,1,2753.6824074074075
1121466757,0,1.0,1.0,1.0,0.0,3.0,2.0,31.0,1.0,0.0023958333333333327,2.0,188.0,418.3913043478262,166.0,0,0.0
1121466917,0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,189.0,0.0,167.0,1,95.10680555555555
1121466986,1,1.0,1.0,2.0,1.0,3.0,1.0,18.5,1.0,0.001724537037037037,4.0,190.5,772.0533994747592,169.0,1,95.10600694444445
1121467410,0,1.0,1.0,1.0,0.0,6.0,0.0,61.0,1.0,0.0203125,6.0,192.0,50.23076923076921,12.0,0,0.0
1121467479,0,1.0,1.0,1.0,0.0,2.0,1.0,67.0,1.0,0.0007986111111111113,7.0,193.0,1253.1739130434785,13.0,0,0.0
1121467503,1,1.0,1.0,1.0,0.0,1.0,1.0,68.0,1.0,0.00027777777777777783,8.0,194.0,3601.0,14.0,0,0.0
1121470899,0,1.0,1.0,1.0,0.0,1.0,12.0,417.0,1.0,0.05333333333333334,4.0,195.0,19.75,170.0,1,4.638136574074074
1121470997,0,1.0,1.0,1.0,0.0,1.0,0.0,406.0,1.0,0.0011342592592592591,5.0,196.0,882.6326530612247,171.0,1,2.121840277777778
1121471334,0,1.0,1.0,1.0,0.0,3.0,0.0,2158.0,2.0,0.1694675925925926,4.0,197.0,6.900833219505532,172.0,0,0.0
1121481624,1,1.0,1.0,1.0,0.0,24.0,24.0,309.0,2.0,0.24105324074074075,3.0,198.0,5.148461132184184,15.0,0,0.0
1121483527,0,1.0,1.0,1.0,0.0,5.0,0.0,7.0,1.0,0.19144675925925925,2.0,199.0,6.2233843177558805,173.0,1,94.91456018518518
1121485577,0,1.0,2.0,20.0,4.149416415666083,634.0,0.0,0.0,1.0,0.0,0.0,209.5,0.0,19.0,0,0.0
1121485716,0,1.0,2.0,2.0,0.9182958340544896,3.0,0.0,219.5,1.0,0.19357060185185185,10.0,220.5,5.226500427103791,175.0,1,4.466643518518518
1121486561,0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.5,0.0,19.0,0,0.0
1121486826,0,1.0,1.0,1.0,0.0,11.0,0.0,408.0,1.0,0.012847222222222222,7.0,242.0,78.83783783783784,176.0,1,3.8546180555555556
1121488061,0,1.0,4.0,53.0,3.7337580238400143,2175.0,0.0,0.0,1.0,0.0,0.0,269.0,0.0,52.0,1,17.554305555555555
1121489740,0,1.0,1.0,1.0,0.0,368.0,0.0,0.0,1.0,0.0,0.0,296.0,0.0,16.0,0,0.0
1121491168,1,1.0,1.0,1.0,0.0,30.0,24.0,368.0,1.0,0.016527777777777777,1.0,297.0,61.504201680672274,17.0,0,0.0
1121491204,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,298.0,0.0,18.0,0,0.0
1121492057,0,1.0,1.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,299.0,0.0,19.0,0,0.0
1121492690,0,1.0,1.0,1.0,0.0,9.0,1.0,419.0,1.0,0.06787037037037037,8.0,300.0,15.733969986357437,177.0,1,4.385925925925926
1121493619,0,1.0,1.0,1.0,0.0,0.0,0.0,427.0,1.0,0.010752314814814815,9.0,301.0,94.00322927879441,178.0,0,0.0
1121524891,0,1.0,1.0,1.0,0.0,3.0,3.0,181.0,2.0,0.9470486111111112,1.0,1.0,2.055912007332722,1.0,0,0.0
1121529694,0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,0.43561342592592606,1.0,302.0,3.2956133591944097,20.0,0,0.0
1121530024,0,1.0,1.0,1.0,0.0,13.0,8.0,42.0,1.0,3.611886574074073,1.0,37.0,1.2768636222349687,1.0,1,3.077048611111111
1121530204,0,1.0,1.0,1.0,0.0,2.0,2.0,47.0,1.0,0.0020833333333333333,2.0,38.0,481.0,2.0,1,2.9405439814814813
1121531119,0,1.0,1.0,1.0,0.0,10.0,4.0,68.0,1.0,0.7362962962962963,9.0,303.0,2.3581488933601613,21.0,0,0.0
1121531908,1,1.0,5.0,5.0,1.8975901095560208,40.0,11.0,250.0,1.0,0.8092152777777779,9.0,306.0,1.059605049516028,183.0,1,0.9561805555555556
1121532911,0,1.0,1.0,1.0,0.0,4.0,1.0,113.0,1.0,2.8300347222222224,2.0,309.0,1.3533525550579717,184.0,1,0.0008796296296296296
1121532987,1,1.0,1.0,1.0,0.0,1.0,1.0,116.0,1.0,0.0008796296296296297,3.0,310.0,1137.842105263158,185.0,0,0.0
1121533298,0,1.0,1.0,2.0,0.14854949043034826,86.0,8.0,105.0,2.0,0.4378125,18.0,39.5,2.1589757862645627,26.0,0,0.0
1121534000,0,1.0,1.0,2.0,0.907165767573082,24.0,7.0,68.5,2.0,0.4091319444444445,14.0,41.5,63.14951135599527,28.0,0,0.0
1121548225,1,1.0,1.0,1.0,0.0,3.0,2.0,107.0,1.0,3.822546296296296,1.0,311.0,1.2616057262586748,186.0,0,0.0
1121548600,0,1.0,1.0,1.0,0.0,24.0,24.0,225.0,2.0,0.16898148148148148,10.0,312.0,6.917808219178082,22.0,0,0.0
1121548678,1,1.0,1.0,1.0,0.0,1.0,1.0,309.0,2.0,0.776087962962963,4.0,313.0,2.2885137351984968,23.0,0,0.0
1121548862,0,1.0,1.0,1.0,0.0,1.0,1.0,1090.0,1.0,0.19622685185185185,4.0,314.0,6.096142503244073,187.0,0,0.0
1121551417,0,1.0,2.0,4.0,1.0423046660281077,62.0,61.0,115.0,1.0,0.733287037037037,4.0,3.5,1.7102721131384555,3.0,0,0.0
1121551640,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.7358680555555556,2.0,6.5,2.019204454300948,5.0,0,0.0
1121551667,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7361805555555555,1.0,8.0,2.358362418639751,6.0,0,0.0
1121551944,0,1.0,1.0,2.0,0.9456603046006402,6.0,5.0,91.5,1.0,1.2165451388888888,4.0,315.5,1.6145289136035994,189.0,1,2860.043101851852
1121552350,1,1.0,1.0,1.0,0.0,15.0,13.0,181.0,2.0,0.3178125,2.0,9.0,4.146509341199606,2.0,0,0.0
1121552510,0,1.0,1.0,1.0,0.0,3.0,1.0,116.0,1.0,0.2259606481481481,4.0,317.0,5.4255493520463025,190.0,1,64.12584490740741
1121553877,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,318.0,0.0,191.0,0,0.0
1121554709,0,1.0,2.0,5.0,1.8322628970242687,14.0,1.0,10.2,1.0,0.2124861111111111,9.0,321.0,2.5108518888316085,196.0,1,94.09069444444444
1121554804,0,1.0,1.0,1.0,0.0,0.0,1.0,18.0,1.0,0.265,1.0,324.0,4.7735849056603765,197.0,0,0.0
1121556847,0,1.0,1.0,1.0,0.0,1.0,1.0,290.0,1.0,2.8451157407407406,2.0,325.0,1.3514795499109098,198.0,1,39.97040509259259
1121557092,0,1.0,2.0,2.0,0.9305861291319928,52.0,0.0,0.0,1.0,0.0,0.0,326.5,0.0,200.0,1,70.81287037037038
1121558329,0,1.0,1.0,1.0,0.0,6.0,3.0,1090.0,1.0,0.10957175925925926,5.0,328.0,10.126439209886977,201.0,1,5.544189814814815
1121561655,0,1.0,1.0,1.0,0.0,258.0,0.0,0.0,1.0,0.0,0.0,329.0,0.0,24.0,0,0.0
1121562025,1,1.0,1.0,1.0,0.0,11.0,9.0,258.0,1.0,0.0042824074074074075,1.0,330.0,234.51351351351352,25.0,0,0.0
1121566914,0,1.0,1.0,1.0,0.0,8.0,8.0,225.0,2.0,0.2119675925925926,11.0,331.0,5.7177023042481165,26.0,0,0.0
1121568198,0,1.0,1.0,1.0,0.0,22.0,2.0,225.0,2.0,0.014861111111111113,12.0,332.0,68.28971962616822,27.0,0,0.0
1121568364,0,1.0,1.0,1.0,0.0,3.0,1.0,245.0,2.0,0.0019212962962962964,13.0,333.0,521.4819277108434,28.0,0,0.0
1121569171,0,1.0,1.0,1.0,0.0,7.0,2.0,260.0,1.0,0.08270833333333333,2.0,334.0,13.090680100755668,29.0,0,0.0
1121572688,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,9.0,0,0.0
1121574057,0,1.0,1.0,1.0,0.0,371.0,358.0,-29.0,2.0,1.3221527777777775,5.0,335.0,1.7563422448658017,30.0,0,0.0
1121577679,0,1.0,1.0,1.0,0.0,88.0,2.0,265.0,1.0,0.09847222222222222,3.0,336.0,11.155148095909732,31.0,0,0.0
1121577768,1,1.0,1.0,1.0,0.0,1.0,1.0,351.0,1.0,0.0010300925925925926,4.0,337.0,971.7865168539323,32.0,0,0.0
1121579527,0,1.0,1.0,1.0,0.0,89.0,0.0,351.0,1.0,0.02035879629629629,5.0,338.0,50.118817509948855,33.0,0,0.0
1121579614,1,1.0,1.0,1.0,0.0,2.0,2.0,440.0,1.0,0.0010069444444444444,6.0,339.0,994.103448275862,34.0,0,0.0
1121579683,0,1.0,1.0,1.0,0.0,2.0,2.0,440.0,1.0,0.0007986111111111113,7.0,340.0,1253.1739130434785,35.0,0,0.0
1121580693,0,1.0,1.0,2.0,0.8069896049203008,75.0,18.0,224.0,1.0,0.3009780092592593,10.0,341.5,2.6777009015205087,37.0,0,0.0
1121580778,1,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0009837962962962962,3.0,343.0,1017.4705882352944,38.0,0,0.0
1121581831,0,1.0,1.0,1.0,0.0,5.0,0.0,502.0,1.0,0.013171296296296296,9.0,344.0,76.92267135325132,39.0,0,0.0
1121613326,1,1.0,1.0,1.0,0.0,163.0,163.0,-71.0,2.0,0.918125,6.0,345.0,2.0891763104152483,40.0,0,0.0
1121613814,0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,1.0,0.3823611111111111,4.0,346.0,3.6153287322920447,41.0,0,0.0
1121614522,1,1.0,1.0,1.0,0.0,1.0,1.0,1093.0,1.0,0.6503819444444444,6.0,13.0,2.5375580588329507,0.0,1,0.027164351851851853
1121615636,0,1.0,1.0,3.0,1.5485652260309184,15.0,2.0,130.0,2.0,0.5830169753086419,21.0,348.0,1.733262661699274,44.0,0,0.0
1121615933,1,1.0,1.0,2.0,1.0,4.0,4.0,47.0,2.0,0.0034375,18.0,350.5,219.1818181818182,46.0,0,0.0
1121615977,1,1.0,1.0,2.0,1.0,4.0,4.0,47.0,2.0,0.0005092592592592592,20.0,352.5,1473.7272727272727,48.0,0,0.0
1121615999,1,1.0,1.0,1.0,0.0,1.0,1.0,13.0,2.0,0.0002546296296296296,8.0,354.0,3928.2727272727284,49.0,0,0.0
1121616673,0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.5,0.0,45.0,0,0.0
1121616869,1,1.0,1.0,1.0,0.0,1.0,1.0,1093.0,1.0,0.027164351851851853,7.0,50.0,37.8129527055816,1.0,0,0.0
1121617606,1,1.0,1.0,2.0,0.4537163391869448,42.0,42.0,229.5,1.0,0.7660763888888888,4.0,51.5,1.9790146398948465,47.0,0,0.0
1121619901,0,1.0,1.0,1.0,0.0,3.0,0.0,16.0,1.0,1.8464814814814807,2.0,355.0,1.5415705546083642,3.0,0,0.0
1121620937,1,1.0,1.0,2.0,1.0,2.0,0.0,113.0,1.0,0.8167766203703704,7.0,356.5,1.9002060052631031,203.0,0,0.0
1121621254,1,1.0,1.0,1.0,0.0,2.0,6.0,2161.0,2.0,1.7351851851851852,5.0,358.0,1.576307363927428,204.0,1,119.34515046296296
1121622297,0,1.0,1.0,1.0,0.0,5.0,2.0,290.0,1.0,0.7575231481481481,3.0,359.0,2.3200916730328496,205.0,1,93.30842592592593
1121624614,0,1.0,3.0,4.0,1.8230679822736608,10.0,1.0,603.25,2.0,1.2076707175925925,16.0,361.5,1.2096811055050565,209.0,0,0.0
1121630604,0,1.0,1.0,1.0,0.0,5.0,1.0,29.0,2.0,0.0693287037037037,2.0,364.0,15.424040066777966,210.0,1,3.7460416666666667
1121631366,0,1.0,3.0,4.0,1.6790648526406935,27.0,3.0,606.5,2.0,0.06081597222222222,21.0,366.5,34.762870703804175,214.0,1,39.10791666666667
1121654324,1,1.0,1.0,1.0,0.0,2.0,1.0,427.0,1.0,1.8600115740740741,10.0,369.0,1.5376310631280918,215.0,1,2.515162037037037
1121654932,1,1.0,1.0,1.0,0.0,3.0,1.0,13.0,2.0,0.4506134259259259,9.0,370.0,3.2191970821667995,50.0,0,0.0
1121656382,0,1.0,1.0,1.0,0.0,2.0,6.0,154.0,1.0,1.2087731481481478,3.0,371.0,1.8272850878032896,216.0,0,0.0
1121665926,0,1.0,1.0,1.0,0.0,5.0,5.0,319.0,1.0,5.184826388888889,1.0,372.0,1.192870488806145,217.0,1,716.2631712962963
1121666499,0,1.0,1.0,1.0,0.0,0.0,4.0,85.0,1.0,2.536550925925926,3.0,373.0,1.3942361218846675,218.0,0,0.0
1121666718,0,1.0,2.0,3.0,1.2314928147208637,35.0,46.0,183.3333333333333,1.0,0.0437770061728395,10.0,375.0,137.7735297778999,221.0,0,0.0
1121667000,0,1.0,2.0,2.0,0.9544340029249648,8.0,8.0,86.0,1.0,2.600260416666667,6.0,377.5,1.1923488114300778,223.0,1,2448.361736111111
1121668226,0,1.0,3.0,6.0,1.9674837191445609,530.0,279.0,89.83333333333331,1.0,0.00818287037037037,14.0,381.5,35.01172898211193,229.0,1,1.987962962962963
1121668474,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,385.0,0.0,230.0,1,2448.344675925926
1121694825,1,1.0,1.0,1.0,0.0,1.0,1.0,126.0,2.0,0.7344791666666667,5.0,386.0,2.3615090058147783,231.0,1,253.16189814814814
1121695045,1,1.0,1.0,1.0,0.0,6.0,0.0,507.0,1.0,1.3103472222222223,10.0,387.0,1.7631565000794955,51.0,0,0.0
1121695436,0,1.0,1.0,1.0,0.0,2.0,0.0,81.0,2.0,0.9196643518518518,14.0,388.0,2.0873532261921244,52.0,0,0.0
1121700358,0,1.0,2.0,3.0,0.2874287823691418,617.0,0.0,142.66666666666666,1.0,0.1776003086419753,11.0,390.0,2.8768736151540173,234.0,1,1.982361111111111
1121707384,0,1.0,2.0,2.0,0.9798687566511528,13.0,11.0,86.0,1.0,5.664664351851854,2.0,392.5,1.1323997245758817,236.0,1,82.31393518518519
1121710241,1,1.0,1.0,1.0,0.0,1.0,1.0,513.0,1.0,0.17587962962962966,11.0,394.0,6.685706764938141,53.0,0,0.0
1121712475,0,1.0,1.0,1.0,0.0,7.0,4.0,83.0,2.0,0.19721064814814807,15.0,395.0,6.070720112682669,54.0,0,0.0
1121713657,0,1.0,1.0,1.0,0.0,88.0,0.0,0.0,1.0,0.0,0.0,396.0,0.0,237.0,1,79.3052199074074
1121717645,0,1.0,1.0,1.0,0.0,2.0,2.0,279.0,1.0,0.5719791666666667,1.0,397.0,2.748315425241304,238.0,0,0.0
1121718951,1,1.0,1.0,1.0,0.0,5.0,1.0,328.0,1.0,3.1436342592592594,2.0,398.0,1.3181031626228783,239.0,1,101.30048611111111
1121719437,1,2.0,2.0,2.0,1.0,2.0,2.0,256.5,1.0,0.053217592592592594,12.0,399.5,5.19769464984776,55.0,0,0.0
1121719982,1,1.0,1.0,1.0,0.0,14.0,13.0,-16.0,2.0,1.6889467592592593,6.0,401.0,1.5920849751584718,56.0,0,0.0
1121726104,0,3.0,7.0,56.0,0.8471905923412065,48.0,3.0,12.857142857142858,1.0,0.03923342427248677,16.0,429.5,4.262586555917124,4.0,1,0.009722222222222222
1121726944,1,1.0,1.0,1.0,0.0,7.0,4.0,284.0,1.0,0.009722222222222222,2.0,458.0,103.85714285714286,243.0,0,0.0
1121728488,0,1.0,1.0,3.0,1.4378806924861192,66.0,95.0,282.0,2.0,0.7144598765432099,43.0,460.0,1.4988873308375563,59.0,0,0.0
1121728927,0,1.0,1.0,1.0,0.0,3.0,0.0,468.0,2.0,0.0050810185185185186,14.0,462.0,197.81093394077442,60.0,0,0.0
1121739200,1,1.0,1.0,1.0,0.0,12.0,3.0,126.0,2.0,0.5135995370370371,6.0,463.0,2.9470422535211265,244.0,0,0.0
1121739731,1,1.0,1.0,1.0,0.0,4.0,5.0,309.0,2.0,1.4362847222222217,6.0,464.0,1.6962407832708812,61.0,0,0.0
1121742388,1,1.0,1.0,1.0,0.0,4.0,4.0,308.0,2.0,0.03075231481481482,7.0,465.0,33.517877305231465,62.0,0,0.0
1121747423,0,1.0,1.0,1.0,0.0,4.0,4.0,96.0,1.0,6.128078703703704,1.0,466.0,1.163183282779253,245.0,1,13.424050925925926
1121748057,0,1.0,1.0,1.0,0.0,5.0,1.0,18.0,1.0,6.135416666666668,1.0,467.0,1.162988115449915,246.0,1,89.90105324074074
1121751787,0,1.0,1.0,2.0,0.21871038915724167,418.0,11.0,235.5,2.0,0.13229166666666667,15.0,468.5,4.779527559055119,64.0,0,0.0
1121751931,0,1.0,1.0,1.0,0.0,1.0,1.0,96.0,1.0,0.05217592592592592,2.0,470.0,20.165927240461407,247.0,0,0.0
1121752233,1,1.0,1.0,1.0,0.0,1.0,1.0,414.0,2.0,0.005162037037037037,1.0,471.0,194.7219730941704,65.0,0,0.0
1121752326,0,1.0,1.0,1.0,0.0,5.0,5.0,414.0,2.0,0.0010763888888888887,2.0,472.0,930.032258064516,66.0,0,0.0
1121752374,1,1.0,1.0,1.0,0.0,1.0,1.0,414.0,2.0,0.0005555555555555557,3.0,473.0,1801.0,67.0,0,0.0
1121752542,0,1.0,1.0,1.0,0.0,4.0,2.0,414.0,2.0,0.0019444444444444448,4.0,474.0,515.2857142857143,68.0,0,0.0
1121752699,1,1.0,1.0,1.0,0.0,1.0,1.0,416.0,2.0,0.0018171296296296297,5.0,475.0,551.3184713375797,69.0,0,0.0
1121784068,0,1.0,1.0,1.0,0.0,4.0,2.0,416.0,2.0,0.3630671296296296,6.0,476.0,3.7543115814976566,70.0,0,0.0
1121784267,1,1.0,1.0,1.0,0.0,4.0,4.0,47.0,1.0,2.9405439814814813,3.0,477.0,1.3400731314673922,248.0,0,0.0
1121784461,0,1.0,1.0,1.0,0.0,1.0,1.0,96.0,1.0,0.3765046296296296,3.0,478.0,3.656009837073471,249.0,0,0.0
1121786602,1,1.0,1.0,1.0,0.0,1.0,1.0,418.0,2.0,0.029328703703703708,7.0,479.0,35.096290449881614,71.0,0,0.0
1121786643,0,2.0,2.0,3.0,0.8658566174572236,28.0,16.0,118.0,2.0,2.0429783950617284,20.0,481.0,1.8034989457413424,72.0,1,0.0002777777777777778
1121786667,1,1.0,1.0,1.0,0.0,2.0,2.0,137.0,2.0,0.00027777777777777783,8.0,483.0,3601.0,252.0,1,124.47347222222223
1121787065,1,1.0,1.0,1.0,0.0,4.0,4.0,183.0,2.0,2.7166087962962964,3.0,53.0,1.3681060008947021,3.0,0,0.0
1121787555,0,1.0,1.0,1.0,0.0,14.0,2.0,183.0,2.0,0.005671296296296297,4.0,54.0,177.32653061224488,4.0,0,0.0
1121787844,1,1.0,1.0,1.0,0.0,37.0,37.0,98.0,2.0,0.013900462962962963,6.0,484.0,72.94004995836802,73.0,0,0.0
1121793637,1,2.0,2.0,5.0,2.2402801199910964,59.0,49.0,513.4,2.0,0.9992430555555554,40.0,487.0,1.37980732169675,77.0,0,0.0
1121795881,1,1.0,1.0,1.0,0.0,8.0,1.0,47.0,1.0,0.1344212962962963,4.0,490.0,8.43929739969003,254.0,0,0.0
1121798065,1,1.0,1.0,1.0,0.0,1.0,1.0,418.0,2.0,0.13267361111111112,8.0,491.0,8.537293902119861,78.0,0,0.0
